1563800558598,1563800558778,1563800562224,1563800562420,1563800562790,1563800566442,1563800566820,1563800567172,1563800570639,1563800571024,1563800574485,1563800574856,1563800578888,1563800579072,1563800579255,1563800579338,1563800583022,1563800583189,1563800583558,1563800587224,1563800591043,1563800591254,1563800591592,1563800591773,1563800595455,1563800595821,1563800596007,1563800599284,1563800599654,1563800599854,1563800600022,1563800602955,1563800603686,1563800603872,1563800607737,1563800611572,1563800615587,1563800615771,1563800616143,1563800624205,1563800624389,1563800627492,1563800627677,1563800631704,1563800632251,1563800632439,1563800640490
-66.0,-64.0,-66.0,-70.0,-70.0,-65.0,-66.0,-65.0,-62.0,-62.0,-71.0,-71.0,-64.0,-64.0,-67.0,-65.0,-64.0,-65.0,-62.0,-73.0,-63.0,-64.0,-65.0,-65.0,-67.0,-63.0,-61.0,-66.0,-71.0,-73.0,-69.0,-64.0,-65.0,-64.0,-61.0,-79.0,-64.0,-65.0,-65.0,-70.0,-69.0,-65.0,-65.0,-63.0,-63.0,-64.0,-65.0
-66.0,-64.0,-65.376274,-70.0,-70.0,-66.632866,-66.0,-65.0,-62.94019,-62.0,-68.18349,-71.0,-66.46446,-64.0,-67.0,-65.0,-64.328766,-65.0,-62.0,-69.39676,-65.162285,-64.0,-65.0,-65.0,-66.34268,-63.0,-61.0,-64.503365,-71.0,-73.0,-69.0,-65.3619,-65.01241,-64.0,-62.023376,-73.24298,-67.24378,-65.0,-65.0,-67.5,-69.0,-66.14386,-65.0,-63.703426,-63.005077,-64.0,-64.5
-66.0,-64.99834,-65.334076,-66.5141,-67.22512,-66.84305,-66.71746,-66.49046,-65.9546,-65.52251,-66.07684,-66.54278,-66.31588,-66.11967,-66.19091,-66.09836,-65.94104,-65.8727,-65.59933,-66.10876,-65.899506,-65.77417,-65.72398,-65.67779,-65.76098,-65.58943,-65.307434,-65.34957,-65.69029,-66.12761,-66.298256,-66.162575,-66.09432,-65.97198,-65.68281,-66.454285,-66.31261,-66.23707,-66.16608,-66.385544,-66.534874,-66.44738,-66.36502,-66.173836,-65.99377,-65.88079,-65.83093
