0,173,320,395,503,584,638,717,803,3871,4287,4336,4419,4519,4685,8250,8537,8633,8751,12199,12318,12484,12823,16451,16487,16955,17054,17152,17201,21024,21082,21167,21266,24700,24800,24836,24937,25085,25153,25234,25286,25370,25450,28351,28384,28700,29100,29269,32755,33152,33270,33345,33453,33535,33685,37001,37185,37416,37500,37768,41151,41285,41319,41368,41785,41835,41916,45023,45216,45584,45633,45719,49133,49300,49483,49972,53501,53600,53686,54305,57492,57588,57734,57783,57899,58051,58166,61500,61599,61687,62135,62183,62351,65718,66100,66302,69437,69485,69570,69971,70167,70251,73968,74053,74135,74317,74535,74652,77735,78388,78536,81871,82283,82320,82434,82504,82670,86435,86603
-72.0,-72.0,-73.0,-72.0,-77.0,-75.0,-73.0,-74.0,-74.0,-73.0,-69.0,-70.0,-72.0,-79.0,-69.0,-60.0,-58.0,-59.0,-59.0,-63.0,-63.0,-63.0,-63.0,-69.0,-69.0,-69.0,-69.0,-70.0,-69.0,-60.0,-59.0,-59.0,-60.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-63.0,-64.0,-64.0,-67.0,-68.0,-68.0,-67.0,-68.0,-59.0,-59.0,-59.0,-59.0,-59.0,-58.0,-59.0,-63.0,-63.0,-63.0,-63.0,-63.0,-67.0,-67.0,-66.0,-66.0,-67.0,-66.0,-67.0,-57.0,-58.0,-58.0,-58.0,-58.0,-64.0,-64.0,-64.0,-63.0,-67.0,-67.0,-66.0,-67.0,-58.0,-58.0,-59.0,-59.0,-59.0,-58.0,-58.0,-63.0,-64.0,-63.0,-64.0,-63.0,-64.0,-68.0,-68.0,-68.0,-60.0,-60.0,-59.0,-59.0,-59.0,-59.0,-63.0,-64.0,-64.0,-63.0,-63.0,-63.0,-67.0,-67.0,-67.0,-58.0,-58.0,-58.0,-58.0,-58.0,-59.0,-64.0,-64.0
-72.0,-72.0,-73.0,-72.0,-77.0,-75.0,-73.0,-74.0,-74.0,-73.2832,-69.0,-70.0,-72.0,-79.0,-69.0,-62.884342,-58.0,-59.0,-59.0,-61.751842,-63.0,-63.0,-63.0,-67.05073,-69.0,-69.0,-69.0,-70.0,-69.0,-63.044914,-59.0,-59.0,-60.0,-62.75603,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-63.0,-64.0,-64.0,-66.19086,-68.0,-68.0,-67.0,-68.0,-61.832882,-59.0,-59.0,-59.0,-59.0,-58.0,-59.0,-61.790886,-63.0,-63.0,-63.0,-63.0,-65.77086,-67.0,-66.0,-66.0,-67.0,-66.0,-67.0,-59.862865,-58.0,-58.0,-58.0,-58.0,-62.14253,-64.0,-64.0,-63.0,-65.72867,-67.0,-66.0,-66.98206,-60.627113,-58.0,-59.0,-59.0,-59.0,-58.0,-58.0,-61.482178,-64.0,-63.0,-64.0,-63.0,-64.0,-66.7757,-68.0,-68.0,-62.307724,-60.0,-59.0,-59.0,-59.0,-59.0,-61.675537,-64.0,-64.0,-63.0,-63.0,-63.0,-65.86259,-66.973854,-67.0,-60.733418,-58.0,-58.0,-58.0,-58.0,-59.0,-62.328148,-64.0
-72.0,-72.0,-72.33518,-72.25041,-73.21919,-73.52497,-73.44677,-73.51989,-73.57719,-73.51412,-73.05728,-72.76794,-72.69941,-73.233215,-72.89062,-71.888824,-70.84755,-69.98719,-69.21159,-68.78401,-68.394684,-68.03873,-67.7121,-67.79427,-67.87013,-67.94034,-68.00545,-68.12679,-68.17945,-67.6901,-67.173836,-66.69128,-66.29844,-66.16417,-66.0383,-65.92022,-65.80937,-65.705246,-65.60739,-65.51538,-65.37171,-65.29352,-65.21991,-65.321045,-65.47304,-65.61623,-65.69455,-65.82491,-65.43932,-65.075806,-64.73305,-64.40983,-64.105,-63.761173,-63.493145,-63.465393,-63.439213,-63.414513,-63.39121,-63.36922,-63.573246,-63.76577,-63.891273,-64.009705,-64.17763,-64.27995,-64.43266,-64.01541,-63.67775,-63.35907,-63.058296,-62.77442,-62.843197,-62.90811,-62.96938,-62.971096,-63.19715,-63.410515,-63.555798,-63.74903,-63.426495,-63.122063,-62.890812,-62.67254,-62.466515,-62.21595,-61.979446,-62.036697,-62.14683,-62.19469,-62.29596,-62.335453,-62.428825,-62.741337,-63.03632,-63.314754,-63.12882,-62.953312,-62.731556,-62.52224,-62.324665,-62.138172,-62.186516,-62.28824,-62.38426,-62.418797,-62.451397,-62.48217,-62.735588,-62.974792,-63.200577,-62.908863,-62.63351,-62.373604,-62.128277,-61.89671,-61.734226,-61.86132,-61.981285
