0,3867,4431,12049,20098,20164,20202,20334,20438,20552,20601,20633,20666,20731,23899,24316,24382,24514,24565,28865,32899,36548,40031,44431,44615,44798,44982,52866,53048,53405,57081,65117,69285,69648,77167,77352,81732
-97.0,-86.0,-88.0,-93.0,-89.0,-88.0,-87.0,-88.0,-87.0,-87.0,-88.0,-88.0,-87.0,-89.0,-92.0,-94.0,-95.0,-94.0,-94.0,-84.0,-90.0,-96.0,-83.0,-86.0,-86.0,-87.0,-87.0,-84.0,-83.0,-84.0,-87.0,-85.0,-90.0,-89.0,-85.0,-84.0,-91.0
-97.0,-89.75347,-88.01722,-90.508606,-89.7543,-88.0,-87.0,-88.0,-87.0,-87.0,-88.0,-88.0,-87.0,-89.0,-91.12693,-94.0,-95.0,-94.0,-94.0,-87.68969,-89.18636,-93.77605,-86.38926,-86.14597,-86.0,-87.0,-87.0,-85.5,-83.0,-84.0,-86.015236,-85.507614,-88.37962,-89.0,-87.0,-84.0,-88.38309
-97.0,-91.49085,-90.32079,-90.99837,-90.59076,-90.145905,-89.67727,-89.45558,-89.16255,-88.92626,-88.83252,-88.75373,-88.597244,-88.63137,-88.90399,-89.300026,-89.72736,-90.037636,-90.317345,-89.882484,-89.890396,-90.293526,-89.82074,-89.57695,-89.3519,-89.205765,-89.07024,-88.76178,-88.41434,-88.15024,-88.0819,-87.899956,-88.02325,-88.08031,-87.90115,-87.675156,-87.86709
