1563800566804,1563800566870,1563800566905,1563800567070,1563800583155,1563800587554,1563800591491,1563800599889,1563800603020,1563800603238,1563800603357,1563800607989,1563800635675,1563800636522,1563800636587,1563800640350,1563800640722,1563800644571,1563800652251,1563800652608,1563800652792,1563800665422,1563800668572,1563800668839,1563800669423,1563800672757,1563800673658
-67.0,-67.0,-66.0,-68.0,-80.0,-78.0,-66.0,-85.0,-68.0,-68.0,-69.0,-72.0,-82.0,-83.0,-83.0,-66.0,-66.0,-80.0,-66.0,-64.0,-64.0,-66.0,-83.0,-85.0,-80.0,-77.0,-77.0
-67.0,-67.0,-66.0,-68.0,-74.0,-76.500336,-69.631744,-77.31587,-70.68426,-68.0,-69.0,-70.834076,-76.41704,-82.66626,-83.0,-71.68167,-66.0,-75.23968,-70.61984,-64.0,-64.0,-65.0,-77.78772,-85.0,-80.06351,-77.93027,-77.05405
-67.0,-67.0,-66.66482,-67.00249,-69.6536,-71.08675,-70.328995,-72.26807,-71.75874,-71.348045,-71.11042,-71.19461,-72.158806,-73.07731,-73.880356,-73.26794,-72.723045,-73.25149,-72.7396,-72.13801,-71.59023,-71.221375,-71.9849,-72.81536,-73.267395,-73.49931,-73.71441
