"0","210","266","317","434","533","799","965","3578","3828","3968","4020","4169","4418","4467","7804","7940","8128","8254","8326","8379","8421","8501","8617","8704","12330"
"-73.0","-73.0","-75.0","-77.0","-74.0","-80.0","-79.0","-77.0","-72.0","-72.0","-72.0","-72.0","-72.0","-72.0","-72.0","-73.0","-73.0","-76.0","-74.0","-76.0","-75.0","-74.0","-75.0","-74.0","-74.0","-81.0"
"-73.0","-73.0","-75.0","-77.0","-74.0","-80.0","-79.0","-77.0","-73.22653","-72.0","-72.0","-72.0","-72.0","-72.0","-72.0","-72.69617","-73.0","-76.0","-74.0","-76.0","-75.0","-74.0","-75.0","-74.0","-74.0","-78.726845"
"-73.0","-73.0","-73.67036","-74.51243","-74.407906","-75.36812","-75.90915","-76.05333","-75.56963","-75.1796","-74.85782","-74.58735","-74.356476","-74.15683","-73.98228","-73.90594","-73.83802","-73.99502","-73.99537","-74.13336","-74.191696","-74.17905","-74.23226","-74.217445","-74.203766","-74.62604"
