0,255,536,802,4322,8416,8682,12092,12151,12221,12303,12338,12351,12420,12455,12487,12518,12758,12886,12957,13017,20953,21235,25051,25585,28579,37034,37301,41319,41586,41868,44868,45426,49485,49752,57635,61422,61967,62250,66319,70122,74219,74501,77752,78288,81810,82087,86436
-62.0,-62.0,-73.0,-64.0,-67.0,-73.0,-78.0,-69.0,-71.0,-72.0,-69.0,-69.0,-70.0,-70.0,-70.0,-70.0,-70.0,-68.0,-73.0,-69.0,-70.0,-68.0,-68.0,-70.0,-70.0,-66.0,-70.0,-70.0,-77.0,-73.0,-75.0,-74.0,-73.0,-70.0,-69.0,-71.0,-69.0,-68.0,-67.0,-73.0,-70.0,-66.0,-65.0,-75.0,-76.0,-72.0,-72.0,-69.0
-62.0,-62.0,-73.0,-64.0,-66.04842,-70.52471,-78.0,-71.78322,-71.0,-72.0,-69.0,-69.0,-70.0,-70.0,-70.0,-70.0,-70.0,-68.0,-73.0,-69.0,-70.0,-69.0,-68.0,-69.32436,-69.99648,-67.10833,-68.55417,-70.0,-74.541985,-73.0,-75.0,-74.27781,-73.0113,-71.06539,-69.0,-70.0,-69.33583,-68.00931,-67.0,-70.87323,-70.29418,-67.53,-65.0,-72.02676,-75.97814,-73.26272,-72.0,-70.11578
-62.0,-62.0,-65.68697,-65.26034,-65.61518,-66.88322,-68.539246,-68.60014,-68.88653,-69.226715,-69.20377,-69.18449,-69.257256,-69.32018,-69.3752,-69.42375,-69.46696,-69.36043,-69.61735,-69.57485,-69.60347,-69.497665,-69.40058,-69.43883,-69.47414,-69.25828,-69.303856,-69.34621,-69.80773,-69.99872,-70.29584,-70.51452,-70.66044,-70.62186,-70.52753,-70.5549,-70.46514,-70.32328,-70.13257,-70.296715,-70.27977,-70.035805,-69.749245,-70.04757,-70.385284,-70.47678,-70.563,-70.47462
