0,519,690,4204,4373,8604,8786,9187,16674,16854,20702,24737,25290,32801,32985,37936,41235,41419,44902,45453,49136,49858,54248,57918,62320,65986,70010,70203,70388,73856,77702,78071,81904,85920,86104,86286,89949
-80.0,-76.0,-77.0,-81.0,-71.0,-66.0,-65.0,-63.0,-74.0,-74.0,-65.0,-75.0,-75.0,-66.0,-65.0,-74.0,-72.0,-73.0,-67.0,-67.0,-72.0,-71.0,-74.0,-67.0,-71.0,-73.0,-67.0,-67.0,-66.0,-72.0,-73.0,-74.0,-66.0,-73.0,-70.0,-70.0,-78.0
-80.0,-76.011566,-77.0,-79.73299,-71.0,-67.823425,-65.0,-63.0,-68.5,-74.0,-68.05954,-72.55513,-74.98023,-70.49011,-65.0,-70.341705,-71.50085,-73.0,-68.88745,-67.01454,-70.36118,-70.97889,-72.86885,-68.92396,-70.22134,-72.089874,-68.78938,-67.0,-66.0,-70.119064,-72.02087,-74.0,-68.711784,-71.49469,-70.0,-70.0,-75.381355
-80.0,-77.99667,-77.662605,-78.50664,-76.9755,-75.09092,-73.587715,-72.18833,-72.404526,-72.57885,-71.81185,-72.11359,-72.37115,-71.83136,-71.278496,-71.49,-71.52824,-71.63512,-71.30792,-71.01138,-71.07793,-71.072784,-71.262535,-70.990555,-70.99115,-71.11597,-70.86307,-70.62805,-70.348976,-70.447754,-70.59938,-70.80014,-70.518326,-70.6633,-70.624725,-70.58853,-71.01638
