0,3678,7184,7531,7896,11394,11755,12297,15963,19429,20012,20180,28228,28431,36464,40123,52395,52559,56219,56581,57131,60798,60984,64832,65001,65181,69214,72881,76901,77450,77630
-71.0,-60.0,-60.0,-62.0,-62.0,-67.0,-67.0,-66.0,-59.0,-61.0,-61.0,-62.0,-59.0,-60.0,-68.0,-58.0,-58.0,-58.0,-59.0,-61.0,-59.0,-70.0,-69.0,-57.0,-58.0,-58.0,-60.0,-70.0,-58.0,-59.0,-58.0
-71.0,-63.611702,-61.142162,-62.0,-62.0,-65.421844,-67.0,-66.00645,-61.294853,-61.092384,-61.001163,-62.0,-60.5,-60.0,-64.0,-59.962322,-58.981163,-58.0,-58.672913,-61.0,-59.015137,-66.4009,-69.0,-61.079723,-58.0,-58.0,-59.29578,-66.49313,-60.983807,-59.014896,-58.0
-71.0,-65.49085,-63.650433,-63.233036,-62.981533,-63.67154,-64.167366,-64.409584,-63.764038,-63.46203,-63.212868,-63.09808,-62.7324,-62.5009,-62.945946,-62.56157,-62.219578,-61.913155,-61.70751,-61.65881,-61.479843,-62.04203,-62.49307,-62.14257,-61.881935,-61.640736,-61.53992,-62.054604,-61.81011,-61.641987,-61.425625
