1563800562172,1563800562803,1563800562900,1563800563119,1563800567336,1563800571008,1563800571419,1563800574708,1563800574788,1563800574921,1563800575103,1563800582875,1563800583605,1563800586990,1563800587187,1563800587388,1563800587604,1563800587692,1563800595288,1563800595385,1563800595603,1563800595904,1563800608296,1563800611687,1563800611798,1563800612006,1563800619262,1563800619561,1563800619871,1563800619974,1563800620088,1563800620186,1563800623742,1563800624273,1563800624621,1563800631758,1563800631971,1563800632186,1563800632288,1563800632386,1563800632604,1563800635674,1563800635771,1563800635973,1563800636071,1563800636175,1563800636270,1563800636488,1563800636588,1563800644387,1563800644466,1563800644572,1563800644788,1563800645106,1563800645198,1563800648145,1563800648472,1563800648890,1563800652756,1563800652858,1563800656539,1563800656740,1563800656840,1563800656955,1563800657057,1563800657175,1563800657274,1563800657389,1563800660840,1563800661473,1563800664622,1563800664714,1563800664941,1563800665039,1563800668922,1563800669128,1563800672773,1563800672872,1563800673192,1563800673608,1563800677266,1563800677375,1563800677474,1563800677675,1563800677791
-90.0,-91.0,-91.0,-91.0,-95.0,-91.0,-90.0,-90.0,-90.0,-90.0,-90.0,-91.0,-93.0,-92.0,-91.0,-91.0,-90.0,-91.0,-89.0,-88.0,-89.0,-88.0,-92.0,-92.0,-95.0,-96.0,-88.0,-90.0,-89.0,-91.0,-89.0,-89.0,-92.0,-89.0,-90.0,-87.0,-88.0,-88.0,-88.0,-89.0,-88.0,-89.0,-89.0,-88.0,-90.0,-89.0,-90.0,-90.0,-89.0,-91.0,-92.0,-91.0,-88.0,-89.0,-92.0,-90.0,-89.0,-90.0,-97.0,-96.0,-88.0,-88.0,-90.0,-89.0,-89.0,-88.0,-89.0,-88.0,-91.0,-90.0,-96.0,-96.0,-95.0,-96.0,-89.0,-90.0,-92.0,-92.0,-92.0,-90.0,-98.0,-95.0,-98.0,-97.0,-98.0
-90.0,-90.980156,-91.0,-91.0,-93.54476,-91.83455,-90.0,-90.0,-90.0,-90.0,-90.0,-90.5,-92.91439,-92.28107,-91.0,-91.0,-90.0,-91.0,-90.0,-88.0,-89.0,-88.0,-90.0,-91.384346,-95.0,-96.0,-92.0,-90.0,-89.0,-91.0,-89.0,-89.0,-91.0408,-89.009895,-90.0,-88.5,-88.0,-88.0,-88.0,-89.0,-88.0,-88.71665,-89.0,-88.0,-90.0,-89.0,-90.0,-90.0,-89.0,-90.0,-92.0,-91.0,-88.0,-89.0,-92.0,-90.547005,-89.0,-90.0,-94.61157,-96.0,-90.62842,-88.0,-90.0,-89.0,-89.0,-88.0,-89.0,-88.0,-90.06325,-90.00127,-94.263115,-96.0,-95.0,-96.0,-91.3961,-90.0,-91.34789,-92.0,-92.0,-90.0,-95.38425,-95.0,-98.0,-97.0,-98.0
-90.0,-90.50083,-90.668144,-90.75207,-91.61852,-91.512314,-91.28703,-91.11693,-90.98364,-90.87617,-90.7875,-90.80761,-91.00324,-91.08769,-91.0806,-91.07433,-90.99379,-90.99424,-90.85346,-90.65704,-90.54551,-90.37755,-90.48272,-90.57954,-90.85766,-91.17717,-90.98195,-90.92221,-90.8063,-90.81789,-90.70989,-90.60895,-90.69061,-90.59185,-90.55743,-90.35134,-90.21561,-90.088104,-89.96828,-89.91285,-89.80359,-89.75778,-89.71466,-89.61724,-89.638954,-89.602745,-89.62523,-89.64642,-89.6099,-89.68838,-89.81879,-89.88538,-89.779144,-89.73526,-89.862755,-89.870476,-89.82151,-89.83155,-90.23456,-90.55861,-90.41483,-90.27916,-90.26348,-90.19252,-90.12555,-90.0062,-89.949715,-89.84026,-89.905365,-89.910675,-90.25243,-90.57499,-90.82331,-91.1138,-90.995186,-90.93935,-90.998856,-91.05502,-91.10804,-91.045876,-91.43602,-91.63596,-91.99299,-92.27388,-92.59511
