1563800562288,1563800562802,1563800566853,1563800583589,1563800587157,1563800591721,1563800595274,1563800599326,1563800599829,1563800603388,1563800619657,1563800624221,1563800631821,1563800632337,1563800640455,1563800644507,1563800652630,1563800656672,1563800664777,1563800677444,1563800677958
-72.0,-73.0,-79.0,-84.0,-73.0,-76.0,-80.0,-73.0,-80.0,-82.0,-70.0,-75.0,-76.0,-77.0,-77.0,-77.0,-78.0,-77.0,-78.0,-80.0,-79.0
-72.0,-72.997894,-76.87933,-80.43967,-75.38547,-75.763596,-78.64609,-74.99502,-79.997375,-81.35915,-75.67958,-75.26143,-75.630714,-76.996704,-76.99835,-76.99942,-77.49971,-77.17627,-77.588135,-78.79407,-78.99955
-72.0,-72.50083,-74.67922,-77.03647,-76.21315,-76.17655,-76.74612,-76.25099,-76.69837,-77.27765,-76.54114,-76.39528,-76.36001,-76.41423,-76.46164,-76.50348,-76.61568,-76.643585,-76.739334,-76.96378,-77.100845
