0,8364,8748,12021,12198,12231,12281,12680,20480,20579,20647,20829,24530,29065,32682,32913,33086,33180,33397,36396,36646,36782,36965,37132,37230,40880,45215,45414,45777,45870,48830,49182,49398,49631,52983,53747,53881,56839,56882,57031,57382,57465,60936,60983,61030,61081,61933,69582,69619,70032,70131,73498,73673,73721,74231,74281
-90.0,-91.0,-91.0,-89.0,-87.0,-90.0,-87.0,-88.0,-92.0,-92.0,-92.0,-92.0,-89.0,-100.0,-93.0,-94.0,-93.0,-95.0,-94.0,-89.0,-89.0,-89.0,-89.0,-89.0,-88.0,-97.0,-92.0,-90.0,-91.0,-91.0,-91.0,-89.0,-89.0,-89.0,-97.0,-98.0,-94.0,-92.0,-91.0,-92.0,-91.0,-92.0,-90.0,-90.0,-90.0,-88.0,-90.0,-92.0,-91.0,-91.0,-92.0,-89.0,-88.0,-89.0,-89.0,-89.0
-90.0,-90.5,-91.0,-89.5981,-87.0,-90.0,-87.0,-88.0,-90.0,-92.0,-92.0,-92.0,-89.989914,-96.16601,-94.02607,-94.0,-93.0,-95.0,-94.0,-90.38863,-89.0,-89.0,-89.0,-89.0,-88.0,-94.06192,-92.76511,-90.0,-91.0,-91.0,-91.0,-89.0,-89.0,-89.0,-94.559944,-97.866,-94.0,-92.548744,-91.0,-92.0,-91.0,-92.0,-90.62729,-90.0,-90.0,-88.0,-89.89741,-90.9487,-91.0,-91.0,-92.0,-89.91815,-88.0,-89.0,-89.0,-89.0
-90.0,-90.50083,-90.668144,-90.24627,-89.58412,-89.65553,-89.25995,-89.09342,-89.44028,-89.71996,-89.95071,-90.14465,-90.04251,-90.88615,-91.05722,-91.28592,-91.41443,-91.67481,-91.83895,-91.64353,-91.46559,-91.3029,-91.15362,-91.0162,-90.82643,-91.210014,-91.25855,-91.181984,-91.17101,-91.16078,-91.15123,-91.02422,-90.90538,-90.794075,-91.155014,-91.55155,-91.692894,-91.71056,-91.669785,-91.68869,-91.64935,-91.66934,-91.57435,-91.4849,-91.40065,-91.20795,-91.13957,-91.188225,-91.17759,-91.167564,-91.21452,-91.08967,-90.91557,-90.807686,-90.705925,-90.60993
