1563800566873,1563800566923,1563800578587,1563800583375,1563800590944,1563800595169,1563800595904,1563800599193,1563800603061,1563800603137,1563800611837,1563800616040,1563800623930,1563800632270,1563800635722,1563800636121,1563800636505,1563800640005,1563800648755,1563800652273,1563800652792,1563800657357,1563800665239,1563800668447,1563800668507,1563800668773,1563800669023,1563800669405
-67.0,-67.0,-66.0,-78.0,-66.0,-78.0,-80.0,-73.0,-68.0,-68.0,-90.0,-68.0,-82.0,-74.0,-80.0,-84.0,-84.0,-66.0,-77.0,-66.0,-64.0,-77.0,-65.0,-83.0,-83.0,-87.0,-84.0,-80.0
-67.0,-67.0,-66.5,-73.428955,-69.71448,-74.98184,-79.82447,-75.048996,-70.405624,-68.0,-79.0,-71.99221,-76.99611,-75.498055,-78.59391,-84.0,-84.0,-71.68385,-74.34193,-68.644714,-64.013535,-72.00269,-68.50134,-78.73677,-83.0,-87.0,-84.0,-80.0
-67.0,-67.0,-66.66482,-69.53151,-68.81119,-70.388985,-71.8207,-71.97657,-71.50203,-71.119385,-73.03014,-72.554085,-73.39697,-73.44807,-73.97832,-74.75716,-75.45011,-74.763855,-74.92171,-74.30758,-73.61376,-73.8372,-73.26434,-73.88555,-74.459,-75.23822,-75.77658,-76.03352
