0,267,761,3813,3924,8104,8138,8620,8721,8905,8987,12552,12718,12893,13086,16470,16907,17135,20535,20635,20836,21101,24703,25020,32986,33252,33520,33658,33853,36852,36986,41426,45318,45571,45652,45734,46068,48970,49583,53335,53739,54103,57222,57303,57403,65888,66020,66405,69618,69719,69803,69988,70236,70322,73687,74036,74206,74403
-93.0,-93.0,-91.0,-95.0,-98.0,-90.0,-89.0,-90.0,-90.0,-90.0,-88.0,-92.0,-92.0,-92.0,-96.0,-96.0,-94.0,-94.0,-92.0,-92.0,-91.0,-90.0,-91.0,-92.0,-90.0,-90.0,-91.0,-91.0,-91.0,-92.0,-91.0,-93.0,-90.0,-90.0,-90.0,-91.0,-91.0,-95.0,-95.0,-92.0,-93.0,-91.0,-90.0,-92.0,-91.0,-94.0,-93.0,-93.0,-92.0,-92.0,-91.0,-92.0,-91.0,-91.0,-92.0,-92.0,-93.0,-91.0
-93.0,-93.0,-91.0,-93.8723,-98.0,-92.89192,-89.0,-90.0,-90.0,-90.0,-88.0,-90.71822,-92.0,-92.0,-96.0,-96.0,-94.0,-94.0,-92.61694,-92.0,-91.0,-90.0,-90.67691,-92.0,-91.0,-90.0,-91.0,-91.0,-91.0,-91.72227,-91.0,-92.245316,-90.77002,-90.0,-90.0,-91.0,-91.0,-93.92045,-94.98165,-92.99427,-93.0,-91.0,-90.28717,-92.0,-91.0,-92.5,-93.0,-93.0,-92.29442,-92.0,-91.0,-92.0,-91.0,-91.0,-91.6941,-92.0,-93.0,-91.0
-93.0,-93.0,-92.32964,-93.00498,-94.02382,-93.33289,-92.68744,-92.33224,-92.053925,-91.829506,-91.441956,-91.49477,-91.53985,-91.578835,-91.93664,-92.252426,-92.383446,-92.50084,-92.465485,-92.43344,-92.33695,-92.182755,-92.10609,-92.09932,-91.96724,-91.84501,-91.79309,-91.74484,-91.69993,-91.71788,-91.67523,-91.75344,-91.6505,-91.55408,-91.46369,-91.43683,-91.41161,-91.61811,-91.81219,-91.82294,-91.89017,-91.839424,-91.73475,-91.74982,-91.707275,-91.8372,-91.903015,-91.96505,-91.967026,-91.96889,-91.91423,-91.91907,-91.86728,-91.818436,-91.82866,-91.8383,-91.90365,-91.85283
