1563800566460,1563800567005,1563800571074,1563800574873,1563800578855,1563800582938,1563800590826,1563800591353,1563800591638,1563800595987,1563800599511,1563800607689,1563800615300,1563800619639,1563800624537,1563800627522,1563800628055,1563800628336,1563800632420,1563800640036,1563800653072,1563800657139,1563800660689,1563800660956,1563800668839,1563800669370,1563800673360
-80.0,-80.0,-79.0,-77.0,-90.0,-82.0,-89.0,-89.0,-91.0,-84.0,-78.0,-85.0,-83.0,-88.0,-75.0,-90.0,-87.0,-87.0,-90.0,-89.0,-93.0,-87.0,-74.0,-74.0,-85.0,-88.0,-75.0
-80.0,-80.0,-79.35451,-77.7926,-85.741516,-83.329605,-86.1648,-88.98811,-91.0,-86.60362,-80.731544,-82.86577,-82.932884,-86.11874,-79.48711,-87.09198,-87.00046,-87.0,-88.93369,-88.96684,-90.98342,-88.411575,-78.60205,-74.0,-79.5,-87.95937,-79.527466
-80.0,-80.0,-79.66482,-78.99088,-81.23642,-81.36753,-82.50451,-83.36302,-84.27437,-84.24439,-83.61245,-83.74377,-83.6774,-84.043625,-83.31172,-83.831505,-84.06905,-84.2819,-84.68555,-84.98254,-85.5222,-85.61971,-84.866486,-84.17312,-84.22514,-84.45969,-83.87844
