1563800562387,1563800562670,1563800566756,1563800567022,1563800570532,1563800574923,1563800578424,1563800578972,1563800583589,1563800587404,1563800591752,1563800599355,1563800599904,1563800603169,1563800607519,1563800607789,1563800611340,1563800611878,1563800616221,1563800619756,1563800624089,1563800627906,1563800628161,1563800632520,1563800636055,1563800640673,1563800644489,1563800648289,1563800652372,1563800652922,1563800656723,1563800664855,1563800665139,1563800665409,1563800668958,1563800669239,1563800673324,1563800677124,1563800677389
-64.0,-68.0,-62.0,-62.0,-65.0,-70.0,-64.0,-61.0,-58.0,-69.0,-60.0,-66.0,-66.0,-60.0,-61.0,-60.0,-69.0,-72.0,-62.0,-60.0,-71.0,-58.0,-58.0,-59.0,-68.0,-60.0,-60.0,-69.0,-60.0,-60.0,-61.0,-60.0,-60.0,-60.0,-60.0,-60.0,-72.0,-60.0,-60.0
-64.0,-68.0,-64.13336,-62.0,-64.05067,-67.77215,-65.19139,-61.031406,-59.17539,-65.68162,-62.112892,-64.05644,-65.98533,-61.78631,-61.292496,-60.0,-66.125,-71.96551,-65.70224,-61.815323,-67.59305,-61.241516,-58.0,-58.62748,-65.016945,-61.945637,-60.657253,-66.190674,-62.200115,-60.01678,-60.668854,-60.334427,-60.0,-60.0,-60.0,-60.0,-67.733925,-62.60416,-60.0
-64.0,-66.00333,-64.66149,-63.988396,-64.19473,-65.19154,-65.014046,-64.483505,-63.709805,-64.287834,-63.853897,-64.05701,-64.230385,-63.87197,-63.63954,-63.356693,-63.779785,-64.37673,-64.208954,-63.919228,-64.39584,-63.973827,-63.586586,-63.293926,-63.590015,-63.366955,-63.160076,-63.515358,-63.30338,-63.105747,-62.980648,-62.80468,-62.64002,-62.485794,-62.34122,-62.205593,-62.771,-62.611538,-62.46167
