0,115,4446,4763,8332,8540,16614,16713,16820,16928,17130,17245,20699,20930,21220,21332,21530,21648,28754,29067,29278,29381,29596,33065,33515,33913,40845,40941,41053,41162,41696,45028,45129,45550,45764,53127,53230,53338,53663,53967,54080,57546,57651,57865,57969,58067,58280,65433,66349,69872,69981,70198,77899,78433,78731,81799,81898,82117,82332,82650
-91.0,-90.0,-91.0,-94.0,-88.0,-88.0,-88.0,-88.0,-89.0,-88.0,-89.0,-89.0,-89.0,-89.0,-89.0,-88.0,-87.0,-89.0,-90.0,-90.0,-90.0,-90.0,-90.0,-89.0,-88.0,-90.0,-90.0,-88.0,-88.0,-88.0,-88.0,-88.0,-87.0,-89.0,-89.0,-91.0,-92.0,-90.0,-91.0,-92.0,-91.0,-91.0,-91.0,-90.0,-92.0,-89.0,-93.0,-90.0,-90.0,-90.0,-91.0,-92.0,-92.0,-91.0,-92.0,-91.0,-92.0,-93.0,-91.0,-92.0
-91.0,-90.0,-90.62916,-94.0,-89.92418,-88.0,-88.0,-88.0,-89.0,-88.0,-89.0,-89.0,-89.0,-89.0,-89.0,-88.0,-87.0,-89.0,-89.5,-90.0,-90.0,-90.0,-90.0,-89.313545,-88.0,-90.0,-90.0,-88.0,-88.0,-88.0,-88.0,-88.0,-87.0,-89.0,-89.0,-90.0,-92.0,-90.0,-91.0,-92.0,-91.0,-91.0,-91.0,-90.0,-92.0,-89.0,-93.0,-91.5,-90.090195,-90.02863,-91.0,-92.0,-92.0,-91.00516,-92.0,-91.28323,-92.0,-93.0,-91.0,-92.0
-91.0,-90.49917,-90.66704,-91.50995,-90.79402,-90.31426,-89.96951,-89.709206,-89.62457,-89.44707,-89.401825,-89.36379,-89.33133,-89.30326,-89.27872,-89.179344,-89.01595,-89.01479,-89.08434,-89.14737,-89.20476,-89.25723,-89.30538,-89.2859,-89.204994,-89.254395,-89.30021,-89.22111,-89.14748,-89.07883,-89.01473,-88.95483,-88.84006,-88.8494,-88.85816,-88.98224,-89.15645,-89.204994,-89.30801,-89.462105,-89.54994,-89.6326,-89.71041,-89.72687,-89.855835,-89.807335,-89.98805,-89.98873,-89.989365,-89.98997,-90.04694,-90.15705,-90.260895,-90.30252,-90.39808,-90.43195,-90.52016,-90.659615,-90.67875,-90.75301
