0,470,4286,4718,4903,8831,12999,16217,16434,16555,16599,16770,16865,17115,25032,25203,25269,25299,25448,25657,25749,28968,29283,29685,29768,37200,37568,41433,41518,41769,42050,45682,49549,49597,53734,54101,57286,57585,62132,65503,65550,65769,65999,66283,66402,73801,74034,74134,74267,74302,74436,74534
-100.0,-97.0,-90.0,-92.0,-94.0,-96.0,-98.0,-91.0,-90.0,-92.0,-92.0,-92.0,-90.0,-90.0,-96.0,-95.0,-96.0,-94.0,-95.0,-96.0,-98.0,-92.0,-91.0,-92.0,-91.0,-97.0,-94.0,-94.0,-92.0,-93.0,-93.0,-98.0,-93.0,-97.0,-94.0,-94.0,-99.0,-100.0,-96.0,-93.0,-93.0,-93.0,-92.0,-92.0,-92.0,-96.0,-96.0,-94.0,-96.0,-95.0,-94.0,-95.0
-100.0,-97.0,-92.36434,-92.0,-94.0,-95.309494,-97.02932,-92.7775,-90.0,-92.0,-92.0,-92.0,-90.0,-90.0,-93.0,-95.0,-96.0,-94.0,-95.0,-96.0,-98.0,-93.76973,-91.0,-92.0,-91.0,-94.0,-94.0,-94.0,-92.0,-93.0,-93.0,-96.37383,-94.15132,-97.0,-95.07622,-94.0,-97.5385,-100.0,-97.53479,-94.38921,-93.0,-93.0,-92.0,-92.0,-92.0,-94.0,-96.0,-94.0,-96.0,-95.0,-94.0,-95.0
-100.0,-98.497505,-95.649315,-94.726395,-94.57823,-94.822365,-95.29572,-94.72796,-94.16376,-93.92734,-93.732285,-93.56834,-93.24992,-92.97458,-93.21943,-93.3578,-93.55589,-93.58814,-93.687805,-93.84697,-94.12652,-93.986206,-93.79263,-93.67825,-93.50975,-93.72661,-93.74341,-93.75902,-93.65295,-93.613884,-93.577415,-93.83852,-93.78929,-93.97685,-93.978195,-93.97946,-94.26929,-94.599075,-94.67947,-94.58333,-94.49289,-94.40779,-94.270775,-94.14176,-94.02025,-94.13243,-94.238144,-94.22468,-94.32498,-94.36309,-94.342606,-94.37967
