0,8407,13374,17287,24973,25539,28939,32805,32931,33487,37953,45772,49321,49589,49688,49869,50056,53886,57571,57888,58459,61689,61862,65606,66128,70240,73856,74255,77956,78267,78338,82290,82760
-93.0,-94.0,-97.0,-90.0,-93.0,-91.0,-96.0,-96.0,-94.0,-96.0,-96.0,-100.0,-95.0,-95.0,-92.0,-93.0,-93.0,-91.0,-93.0,-97.0,-96.0,-90.0,-92.0,-90.0,-90.0,-93.0,-95.0,-97.0,-92.0,-90.0,-89.0,-96.0,-93.0
-93.0,-93.05,-93.32748,-93.03157,-93.02999,-91.873085,-92.29453,-92.62798,-94.0,-95.159225,-95.22483,-95.46359,-95.418205,-95.0,-92.00001,-93.0,-93.0,-92.818344,-92.83548,-96.81278,-96.35309,-95.67066,-92.00001,-91.814224,-90.701675,-90.89629,-91.29078,-95.74089,-95.38939,-90.16736,-89.0,-89.61637,-91.90149
-93.0,-93.50083,-94.67368,-93.4917,-93.3914,-92.98078,-93.43054,-93.77015,-93.79758,-94.03822,-94.236755,-94.7822,-94.801636,-94.81844,-94.59035,-94.46675,-94.35679,-94.11302,-94.034454,-94.23859,-94.35715,-94.06965,-93.935486,-93.68437,-93.45256,-93.42444,-93.52125,-93.73289,-93.628395,-93.411316,-93.14925,-93.31755,-93.298904
