0,76,4090,4290,4606,12274,12590,12906,16439,16541,16756,16856,17074,20741,24190,24305,24824,24935,28625,28939,29041,29256,36690,37010,37338,37441,41806,48894,49106,49324,49422,49524,49854,61533,61655,61742,61960,62073,70227,73639,73844,73956,85941,86050,86564,86673
-96.0,-97.0,-95.0,-92.0,-93.0,-94.0,-93.0,-92.0,-94.0,-95.0,-93.0,-97.0,-95.0,-97.0,-95.0,-95.0,-93.0,-93.0,-94.0,-94.0,-94.0,-94.0,-95.0,-93.0,-93.0,-94.0,-95.0,-95.0,-96.0,-93.0,-94.0,-93.0,-95.0,-97.0,-98.0,-97.0,-97.0,-97.0,-97.0,-96.0,-96.0,-97.0,-99.0,-97.0,-98.0,-96.0
-96.0,-97.0,-96.826546,-92.00001,-92.956085,-93.00828,-93.00037,-92.04385,-92.23623,-94.99999,-93.0,-96.99999,-95.0,-95.18958,-95.17049,-95.0,-93.7657,-93.0,-93.09421,-93.966515,-94.0,-94.0,-94.05,-93.056946,-93.004196,-94.0,-94.07982,-94.125824,-96.0,-93.00001,-94.0,-93.0,-94.84262,-94.95049,-97.99999,-97.0,-97.0,-97.0,-97.0,-96.89824,-96.0,-97.0,-97.1,-97.0,-97.62223,-96.0
-96.0,-96.50083,-95.99779,-94.98674,-94.581505,-94.48166,-94.26094,-93.96211,-93.96664,-94.079544,-93.97029,-94.25703,-94.323326,-94.5501,-94.58651,-94.618645,-94.49729,-94.38856,-94.36113,-94.33627,-94.31364,-94.292946,-94.338776,-94.25335,-94.17449,-94.16365,-94.21504,-94.262794,-94.367546,-94.28573,-94.26875,-94.19385,-94.24117,-94.402336,-94.61157,-94.74994,-94.87983,-95.00184,-95.11651,-95.16708,-95.21466,-95.31644,-95.52605,-95.60979,-95.7454,-95.75983
