0,175,259,291,655,704,3744,3895,3977,4073,4154,4474,4571,8013,8406,12180,12257,12407,12542,12630,12722,12802,12858,16472,16606,20507,20874,21105,24148,24239,24441,24523,24613,24755,25056,29041,29225,29372,29456,32420,33042,33189,33272,36706,37051,37105,37289,37509,37541,40924,41042,41106,41156,41206,41242,41656,41695,41773,44823,44906,44939,45175,45255,45310,45641,45741,49074,49172,49375,49605,49641,49741,53509,53638,53907,53956,53990,57105,57186,57456,57511,57723,57855,61441,61689,61873,62105,62172,62362,64989,65074,65807,69330,69508,69544,69607,70001,73389,73474,73692,73742,73824,73924,74023,74106,74291,77539,77623,77774,77825,78074,78207,78291,78425,82008,82175,82273,82359,82495,82641,85941,86025,86115,86208,86308,86442,86517,86708
-80.0,-79.0,-76.0,-75.0,-74.0,-72.0,-85.0,-80.0,-80.0,-84.0,-77.0,-78.0,-77.0,-75.0,-76.0,-76.0,-78.0,-77.0,-76.0,-77.0,-76.0,-74.0,-74.0,-73.0,-74.0,-79.0,-80.0,-80.0,-73.0,-73.0,-74.0,-73.0,-73.0,-74.0,-74.0,-75.0,-75.0,-77.0,-77.0,-75.0,-75.0,-76.0,-76.0,-73.0,-72.0,-72.0,-72.0,-72.0,-72.0,-76.0,-76.0,-76.0,-76.0,-76.0,-76.0,-76.0,-76.0,-77.0,-77.0,-80.0,-82.0,-78.0,-73.0,-72.0,-69.0,-66.0,-76.0,-76.0,-74.0,-74.0,-73.0,-73.0,-70.0,-70.0,-70.0,-70.0,-70.0,-68.0,-68.0,-68.0,-69.0,-69.0,-68.0,-74.0,-74.0,-73.0,-74.0,-74.0,-75.0,-70.0,-71.0,-71.0,-69.0,-69.0,-69.0,-69.0,-69.0,-73.0,-73.0,-72.0,-72.0,-72.0,-73.0,-73.0,-72.0,-72.0,-70.0,-70.0,-71.0,-70.0,-70.0,-71.0,-71.0,-71.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-73.0,-73.0,-73.0,-74.0,-73.0,-73.0,-73.0,-74.0
-80.0,-79.0,-76.00001,-75.0,-74.15338,-72.00001,-73.48249,-79.999985,-80.0,-83.99999,-77.000015,-77.946884,-77.0,-76.79822,-76.16687,-76.15149,-78.0,-77.0,-76.0,-77.0,-76.0,-74.0,-74.0,-73.90383,-74.0,-74.44597,-79.11332,-80.0,-79.202446,-73.000015,-74.0,-73.0,-73.0,-74.0,-74.0,-74.08733,-75.0,-77.0,-77.0,-76.76621,-75.84296,-76.0,-76.0,-75.696655,-72.41238,-72.0,-72.0,-72.0,-72.0,-72.41053,-75.99999,-76.0,-76.0,-76.0,-76.0,-76.0,-76.0,-77.0,-77.0,-79.99999,-82.0,-78.00001,-73.00001,-72.0,-69.24349,-66.00001,-67.041374,-75.999985,-74.0,-74.0,-73.0,-73.0,-72.7231,-70.00001,-70.0,-70.0,-70.0,-69.77732,-68.0,-68.0,-69.0,-69.0,-68.0,-68.581406,-73.99999,-73.0,-74.0,-74.0,-75.0,-74.34199,-71.00001,-71.00001,-70.80273,-69.0,-69.0,-69.0,-69.0,-69.409874,-72.99999,-72.0,-72.0,-72.0,-73.0,-73.0,-72.0,-72.0,-71.78635,-70.0,-71.0,-70.0,-70.0,-71.0,-71.0,-71.0,-70.80601,-69.0,-69.0,-69.0,-69.0,-69.0,-69.42077,-72.99999,-73.0,-74.0,-73.0,-73.0,-73.0,-74.0
-80.0,-79.49917,-78.32632,-77.485085,-76.77423,-75.95445,-77.30193,-77.65854,-77.93795,-78.60031,-78.438354,-78.396866,-78.27222,-77.99498,-77.83353,-77.69103,-77.714195,-77.66233,-77.54498,-77.50747,-77.406,-77.18126,-76.97504,-76.7214,-76.55018,-76.70239,-76.905014,-77.0933,-76.84647,-76.61635,-76.460915,-76.25659,-76.0654,-75.94474,-75.831635,-75.783455,-75.73823,-75.81084,-75.87908,-75.82876,-75.781425,-75.793884,-75.80561,-75.64621,-75.43934,-75.244446,-75.0608,-74.88772,-74.72457,-74.79657,-74.864456,-74.928474,-74.98885,-75.0458,-75.09952,-75.15019,-75.198,-75.29933,-75.39494,-75.65378,-76.01039,-76.12217,-75.94679,-75.72513,-75.34747,-74.822624,-74.888725,-74.95111,-74.89772,-74.847336,-74.74365,-74.6458,-74.385086,-74.139015,-73.90676,-73.68755,-73.48065,-73.17315,-72.88291,-72.60896,-72.406494,-72.215385,-71.9789,-72.09228,-72.199295,-72.24421,-72.342705,-72.43568,-72.57953,-72.43483,-72.35434,-72.278366,-72.09447,-71.92088,-71.757034,-71.60238,-71.4564,-71.542984,-71.62471,-71.64576,-71.66563,-71.68438,-71.75818,-71.827835,-71.837494,-71.84661,-71.74303,-71.645256,-71.60906,-71.51881,-71.43361,-71.40929,-71.38633,-71.36466,-71.232025,-71.10683,-70.98865,-70.8771,-70.771805,-70.67242,-70.80298,-70.926216,-71.04254,-71.208435,-71.30893,-71.403786,-71.493324,-71.63393
