0,194,3499,3863,7176,7531,7895,8077,20509,23794,24360,28560,28745,28928,32031,32410,36430,41377,44316,44677,49262,52745,53477,56936,61148,64619,69029,69569,77095,81492,85515,86069
-65.0,-60.0,-63.0,-64.0,-62.0,-64.0,-62.0,-62.0,-62.0,-67.0,-68.0,-62.0,-61.0,-62.0,-62.0,-62.0,-68.0,-64.0,-62.0,-62.0,-68.0,-61.0,-62.0,-61.0,-66.0,-62.0,-62.0,-62.0,-62.0,-61.0,-69.0,-66.0
-65.0,-60.000008,-60.315094,-63.432343,-63.282265,-63.902702,-62.293015,-62.0,-62.0,-62.528263,-65.64954,-65.34698,-61.000008,-62.0,-62.0,-62.0,-62.51961,-62.62402,-62.550472,-62.08048,-62.530556,-62.377903,-62.208073,-62.086773,-62.41038,-62.36931,-62.34013,-62.13788,-62.130985,-62.041348,-62.643387,-64.595436
-65.0,-62.495842,-62.664825,-63.002495,-62.798016,-63.004406,-62.854782,-62.741806,-62.653282,-63.12822,-63.621254,-63.467815,-63.247604,-63.141903,-63.049488,-62.967926,-63.345192,-63.392742,-63.294426,-63.205322,-63.528057,-63.361248,-63.273006,-63.12797,-63.30867,-63.227356,-63.151943,-63.081863,-63.016624,-62.895977,-63.258606,-63.420452
