0,131,195,363,12212,16324,16350,16458,16524,16543,16611,16776,16825,40913,41640,45103,45276,45643,48963,49157,49658,49791,49791,49809,53440,53626,53807,53992,57107,57289,57474,57657,61426,61591,62125,62309,65242,65990,69383,69755,70295,73592,77643,81725,81762,81809,81827,82044,82410,82592,85858,86396,86576
-60.0,-62.0,-62.0,-57.0,-62.0,-73.0,-73.0,-72.0,-72.0,-72.0,-72.0,-71.0,-71.0,-70.0,-70.0,-63.0,-64.0,-63.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-66.0,-66.0,-66.0,-65.0,-66.0,-66.0,-66.0,-66.0,-57.0,-57.0,-57.0,-58.0,-65.0,-66.0,-65.0,-65.0,-65.0,-57.0,-66.0,-65.0,-65.0,-65.0,-67.0,-66.0,-67.0,-68.0,-57.0,-56.0,-56.0
-60.0,-61.999996,-62.0,-57.000008,-57.250008,-58.58374,-72.99997,-72.0,-72.0,-72.0,-72.0,-71.0,-71.0,-70.95,-70.52064,-69.76621,-64.00001,-63.160503,-62.51631,-57.00001,-57.000004,-57.0,-57.0,-57.0,-57.86141,-65.999985,-66.0,-65.0,-65.11133,-66.0,-66.0,-66.0,-65.16967,-57.000015,-57.000008,-58.0,-58.826763,-61.984367,-62.292995,-64.54352,-64.81518,-63.992603,-64.16513,-64.23633,-65.0,-65.0,-67.0,-66.0,-66.841415,-68.0,-66.83132,-60.364166,-56.000008
-60.0,-61.001663,-61.336285,-60.239628,-60.598694,-62.728104,-64.25827,-65.281494,-66.08324,-66.72972,-67.263084,-67.61675,-67.91865,-68.094986,-68.24916,-67.841225,-67.55324,-67.22259,-66.50097,-65.84696,-65.251465,-64.70701,-64.20741,-63.747524,-63.889244,-64.02039,-64.14203,-64.19422,-64.30311,-64.404625,-64.499405,-64.588,-64.14252,-63.725266,-63.334126,-63.025116,-63.139122,-63.303757,-63.4011,-63.492626,-63.578724,-63.203705,-63.362827,-63.455845,-63.543453,-63.625988,-63.816967,-63.94041,-64.113266,-64.33269,-63.919025,-63.472565,-63.051506
