0,70,316,348,3964,4230,7782,12447,12865,12916,17163,24829,24989,28612,29215,29313,29362,29448,29529,32393,32433,32661,32784,33062,36940,37529,40912,41036,41131,41564,44798,44881,45051,45131,48851,49063,49103,49147,49781,53213,53612,53647,53964,53999,54130,57112,57785,61763,65264,65348,65665,69549,70098,70231,73596,74016,74198,77665,77851,78015,81798,81883,85868,86217,86399,86665
-88.0,-87.0,-91.0,-94.0,-83.0,-82.0,-90.0,-95.0,-94.0,-94.0,-83.0,-96.0,-97.0,-83.0,-83.0,-84.0,-84.0,-84.0,-84.0,-89.0,-90.0,-88.0,-87.0,-89.0,-98.0,-100.0,-83.0,-84.0,-83.0,-82.0,-88.0,-88.0,-88.0,-87.0,-96.0,-90.0,-92.0,-93.0,-94.0,-83.0,-82.0,-82.0,-83.0,-82.0,-83.0,-91.0,-92.0,-96.0,-83.0,-82.0,-83.0,-91.0,-92.0,-91.0,-94.0,-94.0,-92.0,-83.0,-82.0,-82.0,-87.0,-88.0,-98.0,-94.0,-94.0,-98.0
-88.0,-87.0,-90.99999,-93.99999,-92.94245,-82.00002,-82.78262,-83.69582,-91.42873,-93.99999,-93.09782,-93.24293,-96.99999,-95.656906,-88.84856,-84.00001,-84.0,-84.0,-84.0,-84.604416,-89.99999,-88.0,-87.0,-89.0,-89.80745,-95.40958,-94.135796,-84.000015,-83.0,-82.274284,-82.88868,-87.99999,-88.0,-87.0,-87.841156,-89.99999,-92.0,-93.0,-93.514,-92.45001,-84.29118,-82.00001,-82.95477,-82.0,-83.0,-83.9297,-87.848854,-88.56208,-88.01027,-82.000015,-82.95453,-83.675224,-88.55038,-90.99999,-91.30953,-93.31744,-92.0,-91.09818,-82.000015,-82.0,-82.459724,-87.99999,-88.87337,-93.374115,-94.0,-97.99999
-88.0,-87.49917,-88.67258,-90.0199,-88.58804,-87.45682,-87.83566,-88.78258,-89.40519,-89.907234,-89.208206,-89.851,-90.48892,-89.85443,-89.2997,-88.88783,-88.521385,-88.19305,-87.89706,-87.97298,-88.10942,-88.1022,-88.030754,-88.0926,-88.715935,-89.41705,-89.02276,-88.71719,-88.372444,-87.9912,-87.99172,-87.99221,-87.99267,-87.93468,-88.403755,-88.49622,-88.69849,-88.94602,-89.23605,-88.879074,-88.48616,-88.11642,-87.82527,-87.49431,-87.23932,-87.45242,-87.70983,-88.17861,-87.88603,-87.55375,-87.29686,-87.50564,-87.75888,-87.94142,-88.282486,-88.604225,-88.79525,-88.46935,-88.105644,-87.762474,-87.71963,-87.73538,-88.31197,-88.63143,-88.93291,-89.44202
