0,319,597,634,3833,4400,8868,12451,16650,16731,16855,16950,20138,20267,20433,21003,24655,24819,24967,25614,28488,29301,37816,40883,41332,41367,49267,49682,49765,50083,50169,53315,53499,58084,58133,61251,61534,61585,61849,65385,66349,69483,69633,69849,70283,73634,73684,73733,73868,73950,74150,74234,74318,74500,78268,81937,85850
-97.0,-96.0,-97.0,-97.0,-93.0,-92.0,-98.0,-93.0,-92.0,-90.0,-92.0,-92.0,-99.0,-98.0,-96.0,-97.0,-94.0,-93.0,-94.0,-95.0,-95.0,-92.0,-93.0,-92.0,-97.0,-95.0,-91.0,-93.0,-93.0,-92.0,-92.0,-96.0,-96.0,-98.0,-99.0,-95.0,-94.0,-94.0,-95.0,-92.0,-91.0,-97.0,-98.0,-98.0,-96.0,-90.0,-90.0,-90.0,-90.0,-91.0,-92.0,-91.0,-90.0,-90.0,-92.0,-96.0,-94.0
-97.0,-96.05081,-97.0,-97.0,-96.566216,-93.966675,-94.28129,-94.15701,-93.97813,-90.00001,-92.0,-92.0,-92.76192,-97.99999,-96.0,-96.56596,-96.321724,-93.00001,-94.0,-94.50354,-94.56337,-93.5195,-93.49352,-93.32475,-95.90854,-95.0,-94.8,-93.442665,-93.0,-92.04733,-92.0,-92.4409,-95.99999,-96.15206,-98.99999,-98.555046,-94.00001,-94.0,-95.0,-94.70517,-93.41975,-93.815865,-97.99999,-98.0,-96.55077,-95.87205,-90.00001,-90.0,-90.0,-91.0,-92.0,-91.0,-90.0,-90.0,-90.18462,-90.73565,-91.02592
-97.0,-96.49917,-96.66704,-96.75124,-95.9861,-95.30165,-95.70361,-95.346275,-94.94695,-94.40643,-94.162895,-93.95819,-94.40809,-94.71241,-94.81661,-94.9863,-94.91235,-94.77348,-94.71888,-94.73823,-94.75585,-94.57401,-94.47198,-94.31425,-94.48322,-94.515335,-94.29934,-94.22029,-94.146706,-94.01827,-93.89837,-94.022446,-94.13854,-94.36412,-94.63374,-94.65496,-94.61715,-94.581635,-94.605644,-94.45649,-94.25906,-94.41531,-94.6193,-94.81138,-94.878815,-94.602356,-94.34185,-94.09633,-93.8649,-93.70316,-93.60708,-93.4601,-93.26513,-93.08124,-93.02037,-93.18804,-93.23372
