0,4399,8431,12268,12450,16646,20429,20931,21030,24631,24818,28467,29211,29366,36752,36796,36845,37014,41552,45597,48694,53464,53830,53999,61415,61798,65448,69479,73147,81731,81913,82448,86115
-80.0,-81.0,-86.0,-80.0,-82.0,-82.0,-83.0,-83.0,-83.0,-83.0,-83.0,-80.0,-82.0,-83.0,-80.0,-80.0,-80.0,-80.0,-84.0,-84.0,-81.0,-81.0,-82.0,-82.0,-83.0,-83.0,-84.0,-83.0,-80.0,-82.0,-82.0,-84.0,-80.0
-80.0,-80.079216,-80.59032,-80.5368,-82.0,-82.0,-82.091934,-82.6693,-83.0,-83.0,-83.0,-82.714195,-82.39794,-83.0,-82.85,-80.00001,-80.0,-80.0,-80.30725,-80.625084,-80.66705,-80.6914,-81.79359,-82.0,-82.05,-82.818245,-82.9308,-82.936775,-82.6584,-82.62548,-82.0,-83.20161,-82.89802
-80.0,-80.50083,-82.34404,-81.75123,-81.80197,-81.835976,-82.00938,-82.140305,-82.2429,-82.32562,-82.39387,-82.167305,-82.152374,-82.22419,-82.04418,-81.885315,-81.74397,-81.617325,-81.78552,-81.93796,-81.874825,-81.8171,-81.82896,-81.839874,-81.912865,-81.980415,-82.10451,-82.15899,-82.0288,-82.02708,-82.02547,-82.14204,-82.01628
