0,703,790,12867,13083,13286,13582,13697,24882,25001,25100,25288,25593,37107,37315,37417,37848,38049,49366,49465,50083,50185,61783,62083,62500,74012,74233,74735,74834
-94.0,-91.0,-93.0,-93.0,-94.0,-93.0,-91.0,-92.0,-93.0,-92.0,-94.0,-95.0,-93.0,-92.0,-91.0,-92.0,-92.0,-92.0,-92.0,-92.0,-92.0,-94.0,-94.0,-96.0,-93.0,-93.0,-94.0,-94.0,-93.0
-94.0,-92.598816,-93.0,-93.0,-94.0,-93.0,-91.0,-92.0,-92.05,-92.0,-94.0,-95.0,-93.02883,-92.97739,-91.0,-92.0,-92.0,-92.0,-92.0,-92.0,-92.0,-94.0,-94.0,-96.0,-93.751274,-93.71371,-94.0,-94.0,-93.0
-94.0,-92.497505,-92.66593,-92.75042,-93.005295,-93.00439,-92.7058,-92.61252,-92.65876,-92.586784,-92.729805,-92.944664,-92.9496,-92.86915,-92.71788,-92.66209,-92.61245,-92.56798,-92.527885,-92.49155,-92.45846,-92.56017,-92.6535,-92.867035,-92.875404,-92.88315,-92.951775,-93.01555,-93.01461
