0,648,12281,12367,12552,12848,12982,16330,16415,16732,24163,24331,36949,36980,44749,48831,48933,49015,49098,49232,49280,49557,49648,49747,53149,53513,53730,53780,53832,54114,57062,61400,61531,61632,61922,62081,62147,62332,65281,65367,65417,65598,73432,73482,73831,73931,74182,86050,86148,86498,86633
-95.0,-98.0,-93.0,-90.0,-90.0,-90.0,-91.0,-97.0,-94.0,-96.0,-89.0,-88.0,-90.0,-89.0,-96.0,-90.0,-90.0,-89.0,-90.0,-89.0,-89.0,-90.0,-89.0,-90.0,-96.0,-96.0,-94.0,-97.0,-96.0,-95.0,-96.0,-88.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-98.0,-97.0,-96.0,-96.0,-89.0,-90.0,-88.0,-89.0,-89.0,-89.0,-89.0,-90.0,-89.0
-95.0,-96.50876,-96.33332,-90.000015,-90.0,-90.0,-91.0,-91.62209,-93.99999,-95.90864,-95.56321,-88.000015,-88.10001,-89.0,-89.35,-89.40543,-90.0,-89.0,-90.0,-89.0,-89.0,-90.0,-89.0,-90.0,-90.61243,-95.166954,-94.0,-96.99999,-96.0,-95.0,-95.11752,-94.54594,-89.00001,-89.0,-89.0,-89.0,-89.0,-89.0,-90.057495,-96.999985,-96.0,-96.0,-95.65,-90.00001,-88.241714,-89.0,-89.0,-89.0,-89.0,-89.87712,-89.0
-95.0,-96.502495,-95.32853,-93.980934,-93.16894,-92.6248,-92.38276,-92.99302,-93.11318,-93.428604,-92.98042,-92.50906,-92.28517,-92.00684,-92.33001,-92.14893,-91.98782,-91.77085,-91.64584,-91.463715,-91.29788,-91.21224,-91.06884,-91.00064,-91.315186,-91.60627,-91.75335,-92.07254,-92.30937,-92.470345,-92.68003,-92.40373,-92.2039,-92.01674,-91.841286,-91.67669,-91.52217,-91.37703,-91.757095,-92.05722,-92.282425,-92.49435,-92.2955,-92.165085,-91.92877,-91.76281,-91.60643,-91.459045,-91.320114,-91.24559,-91.11891
