0,706,3709,4358,4573,7623,7825,8346,12331,12657,12861,13059,16540,16758,16955,17073,17173,20558,20774,20863,24089,24304,24840,25039,29040,29388,32657,32756,33174,36723,41059,41158,41563,44924,45142,45790,49041,49356,49776,53856,53959,54072,57095,57305,57529,57615,57927,61492,61806,61923,62139,65174,65273,65479,65592,65805,65895,69486,69607,69903,73491,73590,73691,73906,74007,74102,77556,77774,77875,78090,78390,81874,82291,86090,86193,86817
-92.0,-95.0,-89.0,-92.0,-91.0,-89.0,-88.0,-90.0,-92.0,-92.0,-92.0,-91.0,-90.0,-90.0,-90.0,-90.0,-89.0,-88.0,-87.0,-87.0,-92.0,-92.0,-91.0,-90.0,-90.0,-90.0,-88.0,-87.0,-87.0,-93.0,-91.0,-90.0,-91.0,-88.0,-87.0,-87.0,-91.0,-91.0,-92.0,-91.0,-90.0,-91.0,-87.0,-85.0,-85.0,-88.0,-87.0,-91.0,-92.0,-90.0,-90.0,-90.0,-90.0,-90.0,-90.0,-91.0,-91.0,-90.0,-89.0,-88.0,-91.0,-91.0,-90.0,-90.0,-90.0,-92.0,-90.0,-90.0,-90.0,-90.0,-90.0,-88.0,-87.0,-92.0,-92.0,-90.0
-92.0,-93.38888,-92.882256,-92.43948,-91.0,-90.772644,-88.00001,-89.22793,-89.470024,-91.826385,-92.0,-91.0,-90.90022,-90.0,-90.0,-90.0,-89.0,-88.897415,-87.0,-87.0,-87.537636,-91.99999,-91.40053,-90.0,-90.0,-90.0,-89.787674,-87.00001,-87.0,-87.58739,-87.861595,-89.99999,-90.77073,-90.48453,-87.00001,-87.0,-87.426994,-90.854836,-91.708206,-91.647766,-90.0,-91.0,-90.54133,-85.00001,-85.0,-87.99999,-87.033104,-87.41984,-91.8197,-90.0,-90.0,-90.0,-90.0,-90.0,-90.0,-91.0,-91.0,-90.90323,-89.0,-88.0,-88.29054,-90.99999,-90.0,-90.0,-90.0,-92.0,-91.79888,-90.0,-90.0,-90.0,-90.0,-89.80056,-87.70178,-88.09536,-91.99999,-90.95757
-92.0,-93.502495,-91.99335,-91.99503,-91.792076,-91.31265,-90.819176,-90.71091,-90.86474,-90.988785,-91.091125,-91.082504,-90.98591,-90.90238,-90.82935,-90.7649,-90.63258,-90.44141,-90.19847,-89.9783,-90.11439,-90.23881,-90.28815,-90.26976,-90.252785,-90.237076,-90.09962,-89.91105,-89.73551,-89.93082,-89.99433,-89.99467,-90.05369,-89.933716,-89.76309,-89.60303,-89.68367,-89.75942,-89.888,-89.95165,-89.954414,-90.014015,-89.84251,-89.567375,-89.30824,-89.23411,-89.10765,-89.21466,-89.372025,-89.40748,-89.4409,-89.47243,-89.50215,-89.53019,-89.55664,-89.63786,-89.714485,-89.73054,-89.68947,-89.59451,-89.67349,-89.74802,-89.76217,-89.77553,-89.78813,-89.91232,-89.917244,-89.92189,-89.92628,-89.93041,-89.93432,-89.82576,-89.66718,-89.79809,-89.921646,-89.92604
