0,3224,3270,3543,3671,3722,3932,7068,7377,7620,7722,7808,8015,11840,11971,12157,12338,12373,15829,16107,16191,16372,16404,16456,16586,19878,19966,20122,20487,20571,20608,20673,23613,23721,24111,24204,28273,28357,28457,28905,29022,31973,32321,32372,36033,36838,36888,40421,40456,40555,40714,40772,40838,40873,41137,41354,44354,44623,44672,45065,45105,48422,48555,48738,48821,52805,53405,53624,56786,57045,57220,60972,61108,61372,61589,61756,61890,64882,65024,65154,68923,69438,69572,69709,73172,73607,73705,77224,77389,77492,77540,77574,77623,77655,81255,81740,81920,85408,85626,85706,86072,89273
-73.0,-62.0,-62.0,-62.0,-62.0,-62.0,-65.0,-67.0,-68.0,-73.0,-70.0,-68.0,-66.0,-67.0,-67.0,-67.0,-67.0,-67.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-60.0,-66.0,-66.0,-65.0,-65.0,-65.0,-65.0,-65.0,-68.0,-67.0,-67.0,-67.0,-62.0,-62.0,-62.0,-63.0,-62.0,-64.0,-65.0,-65.0,-70.0,-69.0,-70.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-64.0,-64.0,-64.0,-64.0,-64.0,-67.0,-67.0,-67.0,-67.0,-65.0,-65.0,-66.0,-64.0,-66.0,-66.0,-68.0,-68.0,-70.0,-69.0,-69.0,-68.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-67.0,-70.0,-67.0,-67.0,-63.0,-62.0,-62.0,-62.0,-61.0,-63.0,-62.0,-64.0,-66.0,-66.0,-65.0,-65.0,-66.0,-66.0,-63.0
-73.0,-71.816376,-62.00002,-62.0,-62.0,-62.0,-64.99999,-65.22119,-67.9243,-72.99999,-70.00001,-68.0,-66.0,-66.09093,-67.0,-67.0,-67.0,-67.0,-66.49742,-62.000008,-62.0,-62.0,-62.0,-62.0,-60.000004,-60.632683,-65.99999,-65.0,-65.0,-65.0,-65.0,-65.0,-65.35347,-67.0,-67.0,-67.0,-66.57227,-62.000008,-62.0,-62.70429,-62.0,-62.23486,-64.666756,-65.0,-65.47483,-66.92442,-69.99999,-69.21318,-62.000015,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.231018,-63.999996,-64.0,-64.0,-64.0,-64.313896,-66.99999,-67.0,-67.0,-66.825264,-65.83953,-66.0,-65.780624,-66.0,-66.0,-66.1854,-68.0,-70.0,-69.0,-69.0,-68.0,-67.7683,-66.0,-66.0,-66.0,-66.0,-66.0,-67.0,-67.30099,-67.08362,-67.0,-66.60505,-62.000008,-62.0,-62.0,-61.0,-62.999996,-62.0,-62.19308,-64.68971,-66.0,-65.90042,-65.0,-66.0,-66.0,-65.67491
-73.0,-67.49085,-65.65043,-64.72723,-64.17095,-63.79818,-63.97721,-64.37673,-64.80911,-65.70408,-66.13883,-66.31498,-66.28687,-66.34729,-66.400116,-66.44674,-66.48822,-66.52538,-66.20593,-65.91641,-65.652794,-65.41177,-65.19061,-64.98703,-64.67326,-64.7557,-64.83215,-64.84236,-64.85187,-64.86073,-64.869,-64.87674,-65.060104,-65.17343,-65.27966,-65.379326,-65.18424,-65.001,-64.82878,-64.72409,-64.5685,-64.53609,-64.562485,-64.58734,-64.89443,-65.127075,-65.40289,-65.21047,-65.02909,-64.85809,-64.69686,-64.544815,-64.40142,-64.266174,-64.1386,-64.01826,-64.01723,-64.01626,-64.01534,-64.01448,-64.013664,-64.18144,-64.33977,-64.489174,-64.63017,-64.65094,-64.67054,-64.74517,-64.70334,-64.776115,-64.8448,-65.02187,-65.188995,-65.45896,-65.65766,-65.8452,-65.9661,-65.968,-65.969795,-65.97149,-65.97309,-65.9746,-65.97603,-66.03347,-66.25599,-66.29773,-66.33713,-66.149925,-65.91713,-65.697395,-65.48999,-65.23812,-65.11257,-64.93797,-64.88536,-64.94788,-65.006905,-65.006516,-65.00615,-65.0619,-65.11452,-64.99591
