0,16,350,4019,4397,7482,7647,8202,8384,12248,12798,16153,16181,16235,16282,16313,16459,16532,16584,16899,20263,20313,20450,20583,20714,20749,24548,24716,28556,28765,28931,29132,29300,32252,32415,32584,32725,32748,32779,32796,32797,32812,32998,36480,36663,37031,40701,41063,41263,41431,44734,45118,49098,49549,49596,49614,49615,49646,53066,53264,53982,56913,61380,61565,61750,61946,62131,69382,69732,69917,73686,73866,77650,78099,78282,81532,81554,81597,81648,81849,81850,82216,82398,85665,86032,86582
-62.0,-61.0,-56.0,-72.0,-71.0,-64.0,-64.0,-66.0,-67.0,-62.0,-62.0,-72.0,-73.0,-73.0,-73.0,-72.0,-72.0,-71.0,-72.0,-72.0,-68.0,-69.0,-69.0,-68.0,-68.0,-68.0,-61.0,-61.0,-71.0,-71.0,-71.0,-71.0,-71.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-61.0,-61.0,-61.0,-70.0,-71.0,-70.0,-70.0,-65.0,-63.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-66.0,-65.0,-66.0,-66.0,-57.0,-57.0,-57.0,-57.0,-58.0,-65.0,-65.0,-66.0,-57.0,-58.0,-66.0,-65.0,-66.0,-63.0,-65.0,-65.0,-65.0,-66.0,-66.0,-67.0,-67.0,-56.0,-56.0,-57.0
-62.0,-61.0,-56.436592,-57.911453,-68.606544,-68.08869,-64.00001,-65.1599,-67.0,-66.54981,-63.888783,-64.72804,-72.999985,-73.0,-73.0,-72.0,-72.0,-71.0,-72.0,-72.0,-71.58716,-69.00001,-69.0,-68.0,-68.0,-68.0,-67.35919,-61.00001,-61.90591,-70.999985,-71.0,-71.0,-71.0,-70.295784,-65.00001,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-64.60099,-61.000008,-61.0,-61.852345,-69.6308,-70.0,-70.0,-69.47455,-64.25098,-63.616905,-58.98239,-57.000004,-57.0,-57.0,-57.0,-57.913868,-64.999985,-65.457954,-65.522,-64.85711,-57.000015,-57.0,-57.0,-58.0,-58.35,-64.171104,-66.0,-65.16951,-58.000015,-58.735306,-63.141136,-65.99999,-65.67968,-65.0,-65.0,-65.0,-66.0,-66.0,-66.84302,-67.0,-65.83136,-57.57627,-57.239136
-62.0,-61.49917,-59.65596,-62.777794,-64.45489,-64.37678,-64.32065,-64.54261,-64.83586,-64.526,-64.27036,-65.00191,-65.7156,-66.332756,-66.87234,-67.270836,-67.62539,-67.87045,-68.161964,-68.426155,-68.39747,-68.437225,-68.47371,-68.44348,-68.41558,-68.38976,-67.93571,-67.51376,-67.72398,-67.919975,-68.10295,-68.27399,-68.43403,-68.23342,-68.045364,-67.86894,-67.70332,-67.54775,-67.40154,-67.26407,-67.13475,-67.01306,-66.898506,-66.56338,-66.247734,-65.95037,-66.17959,-66.45217,-66.65261,-66.84158,-66.73769,-66.52697,-65.99015,-65.48383,-65.00624,-64.55571,-64.13068,-63.72968,-63.857315,-63.92154,-64.03834,-64.14855,-63.746998,-63.36806,-63.010456,-62.672974,-62.410618,-62.55598,-62.69317,-62.878777,-62.548836,-62.293552,-62.50155,-62.64175,-62.83019,-62.839718,-62.960926,-63.075333,-63.183315,-63.341343,-63.4905,-63.68739,-63.87323,-63.431545,-63.014645,-62.677235
