0,63,245,3769,3995,4211,4312,4529,4623,7762,7859,7987,8074,8295,8398,8516,8597,12181,12279,12377,12680,12784,13011,13111,16350,16461,16778,16978,17091,17292,20377,20975,21077,21308,24116,24427,24843,24964,25045,28616,28827,28959,29044,29143,29244,29460,29558,32477,32676,32792,33109,33210,33309,36675,36762,36978,37193,37310,37425,37512,40959,41175,41475,41592,41794,44826,45242,45457,49228,49327,49426,49542,53324,53425,53528,53743,53834,53945,54145,56994,57307,57515,57741,57842,57942,61510,61728,61813,61929,62017,62126,62225,62327,65046,65259,65578,65893,69493,69594,70127,70230,70329,73366,73478,73592,73794,74127,74227,77594,77812,77909,78211,78311,78416,81776,81877,81994,82194,82310,82628,85860,86179,86279,86375,86483,86593,89843
-89.0,-86.0,-93.0,-80.0,-80.0,-81.0,-81.0,-80.0,-80.0,-83.0,-84.0,-83.0,-85.0,-85.0,-85.0,-86.0,-85.0,-87.0,-87.0,-85.0,-84.0,-86.0,-82.0,-82.0,-84.0,-85.0,-83.0,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,-84.0,-87.0,-87.0,-88.0,-89.0,-82.0,-82.0,-82.0,-82.0,-82.0,-81.0,-80.0,-80.0,-83.0,-82.0,-82.0,-82.0,-82.0,-83.0,-86.0,-85.0,-85.0,-87.0,-87.0,-86.0,-87.0,-79.0,-80.0,-79.0,-80.0,-77.0,-81.0,-80.0,-81.0,-85.0,-86.0,-85.0,-86.0,-81.0,-81.0,-79.0,-80.0,-80.0,-80.0,-78.0,-80.0,-79.0,-79.0,-79.0,-80.0,-82.0,-85.0,-85.0,-86.0,-86.0,-85.0,-87.0,-86.0,-84.0,-78.0,-79.0,-79.0,-79.0,-80.0,-80.0,-80.0,-79.0,-80.0,-88.0,-88.0,-88.0,-86.0,-87.0,-86.0,-84.0,-83.0,-83.0,-83.0,-84.0,-84.0,-78.0,-80.0,-80.0,-80.0,-80.0,-80.0,-92.0,-90.0,-92.0,-90.0,-89.0,-89.0,-86.0
-89.0,-86.00001,-92.999985,-91.718216,-80.00002,-81.0,-81.0,-80.0,-80.0,-80.33144,-83.99999,-83.0,-85.0,-85.0,-85.0,-86.0,-85.0,-85.19398,-87.0,-85.0,-84.00781,-86.0,-82.00001,-82.0,-82.214195,-84.99999,-83.096146,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,-82.24653,-86.85187,-86.96332,-88.0,-89.0,-88.318794,-82.000015,-82.0,-82.0,-82.0,-81.0,-80.0,-80.0,-80.35603,-82.0,-82.0,-82.0,-82.0,-83.0,-83.309525,-85.0,-85.0,-87.0,-87.0,-86.0,-87.0,-86.1937,-80.000015,-79.0,-80.0,-77.00001,-77.457214,-79.37064,-81.0,-81.36893,-85.99999,-85.0,-86.0,-85.54022,-81.00001,-79.0,-80.0,-80.0,-80.0,-78.0,-78.24307,-78.97267,-79.0,-79.0,-80.0,-82.0,-82.29223,-84.99999,-86.0,-86.0,-85.0,-87.0,-86.0,-84.0,-83.2366,-79.00001,-79.0,-79.0,-79.09656,-80.0,-80.0,-79.0,-80.0,-80.91298,-87.999985,-88.0,-86.0,-86.91363,-86.0,-85.793755,-83.00001,-83.0,-83.0,-84.0,-84.0,-83.380135,-80.00001,-80.0,-80.0,-80.0,-80.0,-81.28817,-89.56756,-91.99999,-90.0,-89.0,-89.0,-88.67968
-89.0,-87.497505,-89.34183,-86.979256,-85.55569,-84.77344,-84.21132,-83.65471,-83.21858,-83.1947,-83.2762,-83.25006,-83.40621,-83.541245,-83.6593,-83.84121,-83.928085,-84.15116,-84.352264,-84.39685,-84.37014,-84.477684,-84.31707,-84.16922,-84.15858,-84.21086,-84.13646,-84.006485,-83.88549,-83.77269,-83.66738,-83.56895,-83.47684,-83.390564,-83.42601,-83.63306,-83.82742,-84.06754,-84.3506,-84.21604,-84.08947,-83.97036,-83.85824,-83.75266,-83.59649,-83.39269,-83.20065,-83.18931,-83.122116,-83.05877,-82.99904,-82.94271,-82.94594,-83.11794,-83.22389,-83.32384,-83.53063,-83.72573,-83.85359,-84.03044,-83.747765,-83.53721,-83.28234,-83.09799,-82.755554,-82.65698,-82.50781,-82.423164,-82.56781,-82.76045,-82.88615,-83.0609,-82.945244,-82.83609,-82.620834,-82.47378,-82.33498,-82.20397,-81.96811,-81.85769,-81.697365,-81.546036,-81.403206,-81.324486,-81.36238,-81.566444,-81.759056,-81.99696,-82.22152,-82.37738,-82.63669,-82.825356,-82.89125,-82.616875,-82.41399,-82.22248,-82.04172,-81.92719,-81.81909,-81.71706,-81.564644,-81.476875,-81.84278,-82.188156,-82.51416,-82.709694,-82.95035,-83.121414,-83.1707,-83.161125,-83.152084,-83.143555,-83.1916,-83.236946,-82.94319,-82.7781,-82.62227,-82.47518,-82.33634,-82.20529,-82.7547,-83.16111,-83.656906,-84.0127,-84.29245,-84.55651,-84.63748
