0,271,4096,4362,8179,20679,21228,24228,28829,29395,32387,37000,41079,41629,44881,45165,45698,48963,49512,53304,53866,57930,61465,62296,65013,69546,69813,70097,73628,74167,78131,89818
-74.0,-62.0,-69.0,-74.0,-64.0,-64.0,-65.0,-63.0,-75.0,-73.0,-66.0,-63.0,-77.0,-76.0,-66.0,-62.0,-58.0,-69.0,-69.0,-60.0,-60.0,-70.0,-65.0,-68.0,-60.0,-67.0,-66.0,-67.0,-68.0,-66.0,-59.0,-59.0
-74.0,-62.000023,-62.63658,-73.99998,-73.08871,-72.63427,-68.156136,-67.56063,-68.1244,-70.90246,-70.33468,-69.78028,-70.39649,-73.67304,-72.85411,-62.000023,-59.59312,-60.593037,-65.5192,-65.012924,-62.13642,-62.809982,-63.025227,-65.01035,-64.372475,-64.574554,-66.0,-67.0,-67.0984,-66.4436,-65.79001,-65.45051
-74.0,-67.99002,-68.328545,-69.76287,-68.58741,-67.79971,-67.38265,-66.8034,-67.781525,-68.351715,-68.113716,-67.629745,-68.46588,-69.104195,-68.852974,-68.3204,-67.54665,-67.65219,-67.74734,-67.21404,-66.728455,-66.94432,-66.81828,-66.893684,-66.45996,-66.493515,-66.46319,-66.49585,-66.58655,-66.55146,-66.102844,-65.68351
