0,1,255,560,824,4044,4399,4603,4694,4779,4830,8731,12285,12854,12906,12999,16262,16883,20429,20475,20611,20943,24813,25107,25432,28788,29177,32900,33681,33766,36586,36674,36759,36840,37179,37268,37456,41006,41410,41465,41616,41689,41884,41939,46327,46377,46464,46553,46654,46875,46912,46948,47052,47155,47240,51109,51164,51616,51874,54842,55112,55414,55698,59104,59241,59528,59663,63102,63322,63355,63644,63880,67200,67806,71793,71842,72249,72481,75320,75372,75762,79561,79663,79919,80226,83782,84198,84270,84767,88216,88396,88495,88549
-86.0,-87.0,-88.0,-92.0,-84.0,-91.0,-91.0,-90.0,-90.0,-87.0,-95.0,-84.0,-83.0,-84.0,-82.0,-84.0,-84.0,-86.0,-87.0,-86.0,-85.0,-82.0,-83.0,-83.0,-82.0,-83.0,-86.0,-88.0,-88.0,-84.0,-84.0,-88.0,-88.0,-83.0,-85.0,-84.0,-82.0,-83.0,-83.0,-82.0,-83.0,-83.0,-83.0,-81.0,-81.0,-81.0,-82.0,-82.0,-81.0,-81.0,-82.0,-82.0,-82.0,-81.0,-81.0,-84.0,-83.0,-83.0,-98.0,-96.0,-93.0,-95.0,-84.0,-84.0,-84.0,-84.0,-84.0,-84.0,-85.0,-82.0,-83.0,-91.0,-91.0,-83.0,-83.0,-82.0,-82.0,-83.0,-87.0,-84.0,-85.0,-84.0,-87.0,-89.0,-86.0,-85.0,-84.0,-84.0,-87.0,-87.0,-87.0,-88.0,-89.0
-86.0,-87.0,-87.970764,-91.77798,-84.26852,-87.63426,-90.73276,-90.00149,-90.0,-87.0,-95.0,-89.5,-86.25,-84.38261,-82.0,-84.0,-84.0,-85.62052,-86.31026,-86.0,-85.0,-82.20576,-82.602875,-82.98023,-82.06373,-82.53186,-85.66871,-86.83435,-87.71564,-84.0,-84.0,-88.0,-88.0,-83.0,-84.855484,-84.0,-82.0,-82.5,-82.94921,-82.0,-83.0,-83.0,-83.0,-81.0,-81.0,-81.0,-82.0,-82.0,-81.0,-81.0,-82.0,-82.0,-82.0,-81.0,-81.0,-82.5,-83.0,-83.0,-97.532684,-96.76634,-93.13999,-94.899994,-84.48775,-84.24387,-84.0,-84.0,-84.0,-84.0,-84.988976,-82.0,-82.952995,-90.84299,-90.92149,-84.45744,-83.72872,-82.0,-82.0,-82.98248,-84.99124,-84.0,-84.90452,-84.452255,-87.0,-88.93988,-86.16391,-85.581955,-84.17007,-84.0,-86.57513,-86.78757,-87.0,-88.0,-89.0
-86.0,-86.50083,-87.00332,-88.26699,-87.39665,-88.01538,-88.45999,-88.663536,-88.82302,-88.62383,-89.26911,-88.77043,-88.25552,-87.89498,-87.4179,-87.152275,-86.91594,-86.84943,-86.860054,-86.80085,-86.679634,-86.37086,-86.15235,-85.95121,-85.702614,-85.53469,-85.56328,-85.71152,-85.84952,-85.73887,-85.63557,-85.775154,-85.90577,-85.73602,-85.693214,-85.59512,-85.38759,-85.25019,-85.12106,-84.9424,-84.83145,-84.72705,-84.62878,-84.42261,-84.228424,-84.04549,-83.9297,-83.82059,-83.66123,-83.510994,-83.42575,-83.34537,-83.26956,-83.14174,-83.02117,-83.076256,-83.07197,-83.067924,-83.9074,-84.587074,-85.05982,-85.618286,-85.52738,-85.4416,-85.36064,-85.28424,-85.21214,-85.1441,-85.13601,-84.95999,-84.84999,-85.19514,-85.52089,-85.37943,-85.24592,-85.06379,-84.891884,-84.785736,-84.909966,-84.85891,-84.86683,-84.8182,-84.9406,-85.16833,-85.21498,-85.20292,-85.13544,-85.07174,-85.17991,-85.282005,-85.37838,-85.525444,-85.72035
