0,1,353,4098,8227,8610,9164,12555,12724,12910,13299,16261,16460,17026,17211,20550,20734,20935,21324,24650,25038,25587,28757,28947,29155,32882,33436,41297,44851,45205,45776,46338,46935,47104,47296,51179,51385,51750,54905,55105,55291,55480,55666,59026,59216,59399,59598,63167,63554,67424,71892,72081,72282,72457,75443,75643,80098,84203,84403
-90.0,-83.0,-91.0,-92.0,-88.0,-84.0,-87.0,-86.0,-94.0,-91.0,-82.0,-83.0,-86.0,-83.0,-88.0,-88.0,-88.0,-92.0,-89.0,-81.0,-82.0,-81.0,-81.0,-80.0,-84.0,-95.0,-82.0,-88.0,-87.0,-79.0,-86.0,-83.0,-82.0,-83.0,-68.0,-69.0,-78.0,-72.0,-74.0,-76.0,-80.0,-78.0,-74.0,-73.0,-72.0,-74.0,-84.0,-80.0,-92.0,-85.0,-83.0,-86.0,-85.0,-78.0,-79.0,-86.0,-87.0,-89.0,-89.0
-90.0,-83.0,-91.0,-91.87038,-88.71303,-84.0,-87.0,-86.0725,-94.0,-91.0,-82.0,-83.0,-86.0,-83.0,-88.0,-88.0,-88.0,-92.0,-89.0,-81.49006,-82.0,-81.0,-81.0,-80.0,-84.0,-93.604645,-82.0,-85.042465,-86.804634,-79.0,-86.0,-83.0,-82.0,-83.0,-68.0,-68.849815,-78.0,-72.0,-73.939865,-76.0,-80.0,-78.0,-74.0,-73.06711,-72.0,-74.0,-84.0,-80.40842,-92.0,-86.037636,-83.689316,-86.0,-85.0,-78.0,-79.0,-86.0,-86.774536,-88.597145,-89.0
-90.0,-86.49418,-88.00444,-89.01492,-88.80791,-87.982346,-87.836006,-87.59334,-88.357864,-88.64655,-87.97391,-87.50317,-87.36903,-86.99887,-87.079895,-87.1514,-87.21502,-87.5625,-87.66397,-87.20525,-86.85488,-86.46856,-86.11407,-85.723946,-85.61548,-86.19857,-85.94059,-86.06588,-86.12221,-85.696106,-85.71416,-85.55392,-85.34527,-85.20826,-84.20743,-83.32645,-83.01897,-82.38486,-81.90368,-81.56573,-81.476295,-81.27813,-80.86397,-80.417175,-79.93961,-79.60304,-79.85192,-79.8603,-80.54616,-80.79759,-80.92184,-81.20814,-81.4218,-81.22909,-81.1036,-81.379135,-81.69533,-82.10611,-82.49368
