1563794588538,1563794588903,1563794592819,1563794592936,1563794593220,1563794593270,1563794593416,1563794593683,1563794597003,1563794597470,1563794601430,1563794601683,1563794601884,1563794605536,1563794605583,1563794605617,1563794605717,1563794605801,1563794605943,1563794609335,1563794609600,1563794609719,1563794609767,1563794613484,1563794613616,1563794613769,1563794614217,1563794617183,1563794617300,1563794617472,1563794617519,1563794617983,1563794618057,1563794621398,1563794621575,1563794621634,1563794621667,1563794622118,1563794625801,1563794626082,1563794626473,1563794626618,1563794629802,1563794630008,1563794630366,1563794630652,1563794630720,1563794633731,1563794633816,1563794634041,1563794634236,1563794634267,1563794638069,1563794638299,1563794638483,1563794642026,1563794642116,1563794642169,1563794642220,1563794642301,1563794642400,1563794642511,1563794645751,1563794645835,1563794645934
-92.0,-90.0,-85.0,-84.0,-82.0,-82.0,-87.0,-82.0,-94.0,-86.0,-89.0,-89.0,-88.0,-86.0,-85.0,-86.0,-86.0,-83.0,-84.0,-89.0,-90.0,-94.0,-90.0,-92.0,-90.0,-89.0,-90.0,-85.0,-87.0,-87.0,-86.0,-83.0,-85.0,-93.0,-95.0,-92.0,-92.0,-93.0,-90.0,-91.0,-90.0,-90.0,-84.0,-85.0,-86.0,-84.0,-85.0,-90.0,-91.0,-92.0,-89.0,-92.0,-89.0,-89.0,-88.0,-86.0,-87.0,-86.0,-86.0,-86.0,-86.0,-86.0,-92.0,-90.0,-91.0
-92.0,-90.0,-85.0,-84.0,-82.0,-82.0,-87.0,-82.0,-94.0,-86.0,-89.0,-89.0,-88.0,-86.0,-85.0,-86.0,-86.0,-83.0,-84.0,-89.0,-90.0,-94.0,-90.0,-92.0,-90.0,-89.0,-90.0,-85.0,-87.0,-87.0,-86.0,-83.0,-85.0,-93.0,-95.0,-92.0,-92.0,-93.0,-90.0,-91.0,-90.0,-90.0,-84.0,-85.0,-86.0,-84.0,-85.0,-90.0,-91.0,-92.0,-89.0,-92.0,-89.0,-89.0,-88.0,-86.0,-87.0,-86.0,-86.0,-86.0,-86.0,-86.0,-92.0,-90.0,-91.0
1563794588538,1563794588903,1563794592819,1563794592936,1563794593220,1563794593270,1563794593416,1563794593683,1563794597003,1563794597470,1563794601430,1563794601683,1563794601884,1563794605536,1563794605583,1563794605617,1563794605717,1563794605801,1563794605943,1563794609335,1563794609600,1563794609719,1563794609767,1563794613484,1563794613616,1563794613769,1563794614217,1563794617183,1563794617300,1563794617472,1563794617519,1563794617983,1563794618057,1563794621398,1563794621575,1563794621634,1563794621667,1563794622118,1563794625801,1563794626082,1563794626473,1563794626618,1563794629802,1563794630008,1563794630366,1563794630652,1563794630720,1563794633731,1563794633816,1563794634041,1563794634236,1563794634267,1563794638069,1563794638299,1563794638483,1563794642026,1563794642116,1563794642169,1563794642220,1563794642301,1563794642400,1563794642511,1563794645751,1563794645835,1563794645934
