1563794588509,1563794588636,1563794588721,1563794589104,1563794589350,1563794592836,1563794592887,1563794593450,1563794593554,1563794596719,1563794596817,1563794597267,1563794597372,1563794597420,1563794601577,1563794605435,1563794605533,1563794605617,1563794605706,1563794605802,1563794605983,1563794606016,1563794606068,1563794606109,1563794609026,1563794609250,1563794609351,1563794609519,1563794609650,1563794609751,1563794609833,1563794609985,1563794613371,1563794613786,1563794617319,1563794617419,1563794617499,1563794617685,1563794617773,1563794618000,1563794621317,1563794621398,1563794621533,1563794621618,1563794621753,1563794621967,1563794622051,1563794622151,1563794625767,1563794625818,1563794625919,1563794626100,1563794629849,1563794630435,1563794630557,1563794633732,1563794634183,1563794634236,1563794634267,1563794637653,1563794637861,1563794638233,1563794641571,1563794641850,1563794642133,1563794642184,1563794642260,1563794642534,1563794645768,1563794645935,1563794646150,1563794646534,1563794646561,1563794646750
-69.0,-69.0,-69.0,-72.0,-84.0,-65.0,-66.0,-65.0,-66.0,-65.0,-63.0,-65.0,-60.0,-62.0,-81.0,-68.0,-68.0,-67.0,-67.0,-67.0,-68.0,-68.0,-68.0,-68.0,-60.0,-62.0,-61.0,-60.0,-61.0,-60.0,-60.0,-62.0,-74.0,-75.0,-74.0,-75.0,-74.0,-74.0,-76.0,-75.0,-61.0,-61.0,-62.0,-62.0,-61.0,-61.0,-61.0,-61.0,-80.0,-80.0,-80.0,-80.0,-74.0,-74.0,-73.0,-61.0,-61.0,-62.0,-62.0,-76.0,-76.0,-76.0,-72.0,-71.0,-71.0,-71.0,-71.0,-72.0,-61.0,-61.0,-62.0,-61.0,-61.0,-62.0
-69.0,-69.0,-69.0,-72.0,-84.0,-65.0,-66.0,-65.0,-66.0,-65.0,-63.0,-65.0,-60.0,-62.0,-81.0,-68.0,-68.0,-67.0,-67.0,-67.0,-68.0,-68.0,-68.0,-68.0,-60.0,-62.0,-61.0,-60.0,-61.0,-60.0,-60.0,-62.0,-74.0,-75.0,-74.0,-75.0,-74.0,-74.0,-76.0,-75.0,-61.0,-61.0,-62.0,-62.0,-61.0,-61.0,-61.0,-61.0,-80.0,-80.0,-80.0,-80.0,-74.0,-74.0,-73.0,-61.0,-61.0,-62.0,-62.0,-76.0,-76.0,-76.0,-72.0,-71.0,-71.0,-71.0,-71.0,-72.0,-61.0,-61.0,-62.0,-61.0,-61.0,-62.0
1563794588509,1563794588636,1563794588721,1563794589104,1563794589350,1563794592836,1563794592887,1563794593450,1563794593554,1563794596719,1563794596817,1563794597267,1563794597372,1563794597420,1563794601577,1563794605435,1563794605533,1563794605617,1563794605706,1563794605802,1563794605983,1563794606016,1563794606068,1563794606109,1563794609026,1563794609250,1563794609351,1563794609519,1563794609650,1563794609751,1563794609833,1563794609985,1563794613371,1563794613786,1563794617319,1563794617419,1563794617499,1563794617685,1563794617773,1563794618000,1563794621317,1563794621398,1563794621533,1563794621618,1563794621753,1563794621967,1563794622051,1563794622151,1563794625767,1563794625818,1563794625919,1563794626100,1563794629849,1563794630435,1563794630557,1563794633732,1563794634183,1563794634236,1563794634267,1563794637653,1563794637861,1563794638233,1563794641571,1563794641850,1563794642133,1563794642184,1563794642260,1563794642534,1563794645768,1563794645935,1563794646150,1563794646534,1563794646561,1563794646750
