1563794588536,1563794589073,1563794589432,1563794592793,1563794592951,1563794593137,1563794593268,1563794593385,1563794593434,1563794593467,1563794593503,1563794593534,1563794593606,1563794593651,1563794593682,1563794593703,1563794593753,1563794593783,1563794596685,1563794596686,1563794596687,1563794596734,1563794596767,1563794596851,1563794596967,1563794597083,1563794597119,1563794597187,1563794597233,1563794597253,1563794597307,1563794597385,1563794597418,1563794597438,1563794597486,1563794597518,1563794597519,1563794597551,1563794597584,1563794597618,1563794597651,1563794600943,1563794601299,1563794601332,1563794601700,1563794605423,1563794605601,1563794609153,1563794609318,1563794609867,1563794613384,1563794613636,1563794613834,1563794617834,1563794621299,1563794621482,1563794621849,1563794621989,1563794622235,1563794625935,1563794626386,1563794626422,1563794626452,1563794626517,1563794626589,1563794629969,1563794630418,1563794634201,1563794637721,1563794638466,1563794641938,1563794645885
-65.0,-66.0,-62.0,-68.0,-67.0,-69.0,-69.0,-68.0,-69.0,-69.0,-68.0,-70.0,-68.0,-68.0,-69.0,-69.0,-70.0,-70.0,-60.0,-60.0,-60.0,-61.0,-61.0,-60.0,-62.0,-56.0,-62.0,-62.0,-57.0,-62.0,-60.0,-59.0,-60.0,-60.0,-64.0,-61.0,-61.0,-62.0,-60.0,-62.0,-60.0,-63.0,-62.0,-63.0,-65.0,-73.0,-77.0,-64.0,-62.0,-60.0,-66.0,-66.0,-66.0,-68.0,-61.0,-62.0,-62.0,-62.0,-62.0,-65.0,-64.0,-64.0,-65.0,-65.0,-64.0,-65.0,-65.0,-62.0,-65.0,-64.0,-65.0,-62.0
-65.0,-66.0,-62.0,-68.0,-67.0,-69.0,-69.0,-68.0,-69.0,-69.0,-68.0,-70.0,-68.0,-68.0,-69.0,-69.0,-70.0,-70.0,-60.0,-60.0,-60.0,-61.0,-61.0,-60.0,-62.0,-56.0,-62.0,-62.0,-57.0,-62.0,-60.0,-59.0,-60.0,-60.0,-64.0,-61.0,-61.0,-62.0,-60.0,-62.0,-60.0,-63.0,-62.0,-63.0,-65.0,-73.0,-77.0,-64.0,-62.0,-60.0,-66.0,-66.0,-66.0,-68.0,-61.0,-62.0,-62.0,-62.0,-62.0,-65.0,-64.0,-64.0,-65.0,-65.0,-64.0,-65.0,-65.0,-62.0,-65.0,-64.0,-65.0,-62.0
1563794588536,1563794589073,1563794589432,1563794592793,1563794592951,1563794593137,1563794593268,1563794593385,1563794593434,1563794593467,1563794593503,1563794593534,1563794593606,1563794593651,1563794593682,1563794593703,1563794593753,1563794593783,1563794596685,1563794596686,1563794596687,1563794596734,1563794596767,1563794596851,1563794596967,1563794597083,1563794597119,1563794597187,1563794597233,1563794597253,1563794597307,1563794597385,1563794597418,1563794597438,1563794597486,1563794597518,1563794597519,1563794597551,1563794597584,1563794597618,1563794597651,1563794600943,1563794601299,1563794601332,1563794601700,1563794605423,1563794605601,1563794609153,1563794609318,1563794609867,1563794613384,1563794613636,1563794613834,1563794617834,1563794621299,1563794621482,1563794621849,1563794621989,1563794622235,1563794625935,1563794626386,1563794626422,1563794626452,1563794626517,1563794626589,1563794629969,1563794630418,1563794634201,1563794637721,1563794638466,1563794641938,1563794645885
