1563794588525,1563794588774,1563794589322,1563794597217,1563794600985,1563794601267,1563794601815,1563794606150,1563794609968,1563794613518,1563794613800,1563794614067,1563794617583,1563794617851,1563794621666,1563794625733,1563794634429,1563794634702,1563794637687,1563794638248,1563794641785,1563794642052,1563794642318,1563794645850
-73.0,-75.0,-71.0,-64.0,-78.0,-80.0,-78.0,-72.0,-67.0,-96.0,-85.0,-89.0,-80.0,-69.0,-70.0,-86.0,-70.0,-70.0,-77.0,-78.0,-78.0,-78.0,-78.0,-69.0
-73.0,-75.0,-71.0,-64.0,-78.0,-80.0,-78.0,-72.0,-67.0,-96.0,-85.0,-89.0,-80.0,-69.0,-70.0,-86.0,-70.0,-70.0,-77.0,-78.0,-78.0,-78.0,-78.0,-69.0
1563794588525,1563794588774,1563794589322,1563794597217,1563794600985,1563794601267,1563794601815,1563794606150,1563794609968,1563794613518,1563794613800,1563794614067,1563794617583,1563794617851,1563794621666,1563794625733,1563794634429,1563794634702,1563794637687,1563794638248,1563794641785,1563794642052,1563794642318,1563794645850
