1563794593218,1563794593552,1563794593754,1563794597535,1563794597635,1563794601101,1563794601835,1563794605502,1563794605815,1563794609154,1563794609684,1563794609886,1563794617220,1563794617434,1563794621634,1563794621734,1563794622168,1563794625850,1563794625952,1563794630151,1563794630567,1563794633722,1563794633915,1563794634135,1563794634334,1563794638517,1563794641580,1563794642221,1563794645987,1563794646217,1563794646636
-90.0,-91.0,-93.0,-96.0,-93.0,-97.0,-97.0,-95.0,-92.0,-91.0,-93.0,-93.0,-91.0,-91.0,-91.0,-93.0,-91.0,-98.0,-97.0,-92.0,-90.0,-93.0,-91.0,-93.0,-94.0,-99.0,-91.0,-92.0,-92.0,-94.0,-91.0
-90.0,-91.0,-93.0,-96.0,-93.0,-97.0,-97.0,-95.0,-92.0,-91.0,-93.0,-93.0,-91.0,-91.0,-91.0,-93.0,-91.0,-98.0,-97.0,-92.0,-90.0,-93.0,-91.0,-93.0,-94.0,-99.0,-91.0,-92.0,-92.0,-94.0,-91.0
1563794593218,1563794593552,1563794593754,1563794597535,1563794597635,1563794601101,1563794601835,1563794605502,1563794605815,1563794609154,1563794609684,1563794609886,1563794617220,1563794617434,1563794621634,1563794621734,1563794622168,1563794625850,1563794625952,1563794630151,1563794630567,1563794633722,1563794633915,1563794634135,1563794634334,1563794638517,1563794641580,1563794642221,1563794645987,1563794646217,1563794646636
