1563795427038,1563795427215,1563795427967,1563795431436,1563795431798,1563795435469,1563795439505,1563795439683,1563795439867,1563795443972,1563795444535,1563795444719,1563795452599,1563795455699,1563795455882,1563795456065,1563795459735,1563795459917,1563795464116,1563795464483,1563795468154,1563795468701,1563795469067,1563795472017,1563795476402,1563795476575,1563795476757,1563795484820,1563795485002
-78.0,-75.0,-78.0,-73.0,-76.0,-72.0,-72.0,-73.0,-73.0,-71.0,-73.0,-72.0,-81.0,-80.0,-80.0,-78.0,-70.0,-71.0,-79.0,-80.0,-87.0,-77.0,-77.0,-83.0,-79.0,-78.0,-79.0,-75.0,-77.0
-78.0,-75.0,-78.0,-73.0,-76.0,-72.0,-72.0,-73.0,-73.0,-71.0,-73.0,-72.0,-81.0,-80.0,-80.0,-78.0,-70.0,-71.0,-79.0,-80.0,-87.0,-77.0,-77.0,-83.0,-79.0,-78.0,-79.0,-75.0,-77.0
-78.0,-76.497505,-77.001114,-75.98922,-75.99142,-75.30606,-74.81357,-74.57387,-74.386055,-74.01608,-73.91325,-73.73218,-74.38071,-74.8568,-75.27304,-75.48497,-75.07375,-74.77792,-75.075966,-75.41492,-76.19472,-76.247856,-76.296616,-76.72434,-76.867516,-76.93788,-77.06459,-76.93899,-76.942665
