1563795427190,1563795427739,1563795431588,1563795431816,1563795435618,1563795435887,1563795439685,1563795452199,1563795452468,1563795455732,1563795456000,1563795456300,1563795456565,1563795463901,1563795464716,1563795468241,1563795468799,1563795472068,1563795472885,1563795476402,1563795481017,1563795481288,1563795481566,1563795484546,1563795484831
-75.0,-70.0,-73.0,-70.0,-83.0,-82.0,-81.0,-72.0,-72.0,-73.0,-74.0,-74.0,-76.0,-72.0,-71.0,-67.0,-70.0,-77.0,-76.0,-82.0,-68.0,-67.0,-67.0,-76.0,-75.0
-75.0,-70.0,-73.0,-70.0,-83.0,-82.0,-81.0,-72.0,-72.0,-73.0,-74.0,-74.0,-76.0,-72.0,-71.0,-67.0,-70.0,-77.0,-76.0,-82.0,-68.0,-67.0,-67.0,-76.0,-75.0
-75.0,-72.49584,-72.664825,-71.99088,-74.23642,-75.56949,-76.37845,-75.79975,-75.34631,-75.08994,-74.97964,-74.886925,-74.986244,-74.73324,-74.43111,-73.8536,-73.56469,-73.814156,-73.96845,-74.52131,-74.08235,-73.615036,-73.186226,-73.36577,-73.46859
