1563794588527,1563794588603,1563794588873,1563794589138,1563794589311,1563794592853,1563794593234,1563794596718,1563794597467,1563794597518,1563794597553,1563794597638,1563794600946,1563794601033,1563794601124,1563794601218,1563794601538,1563794601716,1563794601850,1563794601916,1563794605517,1563794605635,1563794605740,1563794605902,1563794606043,1563794606220,1563794609011,1563794609199,1563794609238,1563794609337,1563794609550,1563794609902,1563794609952,1563794613433,1563794613600,1563794613686,1563794613751,1563794613916,1563794614201,1563794614249,1563794617221,1563794617318,1563794617400,1563794617451,1563794617669,1563794617799,1563794617920,1563794618134,1563794621266,1563794621355,1563794621398,1563794621448,1563794621635,1563794621719,1563794622083,1563794622201,1563794625618,1563794625706,1563794625801,1563794626066,1563794626253,1563794626451,1563794626618,1563794629771,1563794629867,1563794630118,1563794630268,1563794630356,1563794630453,1563794630682,1563794630766,1563794633732,1563794633905,1563794634084,1563794634183,1563794634583,1563794637653,1563794637903,1563794638266,1563794638367,1563794638465,1563794641556,1563794641650,1563794641700,1563794641785,1563794641875,1563794642367,1563794642459,1563794645751,1563794645801,1563794645867,1563794645967,1563794646000,1563794646042,1563794646090,1563794646150,1563794646202,1563794646504,1563794646683
-66.0,-68.0,-66.0,-66.0,-65.0,-75.0,-87.0,-65.0,-66.0,-65.0,-63.0,-65.0,-66.0,-66.0,-67.0,-68.0,-67.0,-67.0,-67.0,-67.0,-70.0,-67.0,-68.0,-67.0,-68.0,-69.0,-66.0,-65.0,-65.0,-67.0,-65.0,-65.0,-65.0,-68.0,-68.0,-68.0,-68.0,-69.0,-69.0,-69.0,-69.0,-68.0,-70.0,-68.0,-69.0,-67.0,-70.0,-69.0,-64.0,-64.0,-64.0,-63.0,-64.0,-64.0,-63.0,-64.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-70.0,-69.0,-70.0,-69.0,-66.0,-69.0,-68.0,-68.0,-65.0,-66.0,-65.0,-65.0,-65.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-69.0,-69.0,-68.0,-68.0,-68.0,-68.0,-63.0,-64.0,-63.0,-63.0,-64.0,-64.0,-64.0,-64.0,-63.0,-63.0,-64.0
-66.0,-68.0,-66.0,-66.0,-65.0,-75.0,-87.0,-65.0,-66.0,-65.0,-63.0,-65.0,-66.0,-66.0,-67.0,-68.0,-67.0,-67.0,-67.0,-67.0,-70.0,-67.0,-68.0,-67.0,-68.0,-69.0,-66.0,-65.0,-65.0,-67.0,-65.0,-65.0,-65.0,-68.0,-68.0,-68.0,-68.0,-69.0,-69.0,-69.0,-69.0,-68.0,-70.0,-68.0,-69.0,-67.0,-70.0,-69.0,-64.0,-64.0,-64.0,-63.0,-64.0,-64.0,-63.0,-64.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-70.0,-69.0,-70.0,-69.0,-66.0,-69.0,-68.0,-68.0,-65.0,-66.0,-65.0,-65.0,-65.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-69.0,-69.0,-68.0,-68.0,-68.0,-68.0,-63.0,-64.0,-63.0,-63.0,-64.0,-64.0,-64.0,-64.0,-63.0,-63.0,-64.0
1563794588527,1563794588603,1563794588873,1563794589138,1563794589311,1563794592853,1563794593234,1563794596718,1563794597467,1563794597518,1563794597553,1563794597638,1563794600946,1563794601033,1563794601124,1563794601218,1563794601538,1563794601716,1563794601850,1563794601916,1563794605517,1563794605635,1563794605740,1563794605902,1563794606043,1563794606220,1563794609011,1563794609199,1563794609238,1563794609337,1563794609550,1563794609902,1563794609952,1563794613433,1563794613600,1563794613686,1563794613751,1563794613916,1563794614201,1563794614249,1563794617221,1563794617318,1563794617400,1563794617451,1563794617669,1563794617799,1563794617920,1563794618134,1563794621266,1563794621355,1563794621398,1563794621448,1563794621635,1563794621719,1563794622083,1563794622201,1563794625618,1563794625706,1563794625801,1563794626066,1563794626253,1563794626451,1563794626618,1563794629771,1563794629867,1563794630118,1563794630268,1563794630356,1563794630453,1563794630682,1563794630766,1563794633732,1563794633905,1563794634084,1563794634183,1563794634583,1563794637653,1563794637903,1563794638266,1563794638367,1563794638465,1563794641556,1563794641650,1563794641700,1563794641785,1563794641875,1563794642367,1563794642459,1563794645751,1563794645801,1563794645867,1563794645967,1563794646000,1563794646042,1563794646090,1563794646150,1563794646202,1563794646504,1563794646683
