1563795427552,1563795427812,1563795431372,1563795431649,1563795432166,1563795439250,1563795439518,1563795439804,1563795440051,1563795444136,1563795444669,1563795447935,1563795448483,1563795451733,1563795452536,1563795459881,1563795460421,1563795463968,1563795468849,1563795472118,1563795472399,1563795472667,1563795477284,1563795481089,1563795481632
-67.0,-62.0,-80.0,-70.0,-66.0,-66.0,-66.0,-66.0,-66.0,-61.0,-66.0,-70.0,-67.0,-71.0,-66.0,-71.0,-76.0,-70.0,-66.0,-67.0,-68.0,-68.0,-68.0,-71.0,-71.0
-67.0,-62.0,-80.0,-70.0,-66.0,-66.0,-66.0,-66.0,-66.0,-61.0,-66.0,-70.0,-67.0,-71.0,-66.0,-71.0,-76.0,-70.0,-66.0,-67.0,-68.0,-68.0,-68.0,-71.0,-71.0
-67.0,-64.49584,-69.69252,-69.77028,-69.00125,-68.48591,-68.11559,-67.835976,-67.61688,-66.8939,-66.80344,-67.105965,-67.09651,-67.42723,-67.31172,-67.59836,-68.22825,-68.35691,-68.19054,-68.10858,-68.10127,-68.09459,-68.088455,-68.27423,-68.445724
