1563794588555,1563794589085,1563794596850,1563794597516,1563794601077,1563794601575,1563794601667,1563794601751,1563794601837,1563794609118,1563794613586,1563794613786,1563794613953,1563794614292,1563794617670,1563794617900,1563794621466,1563794621600,1563794621818,1563794622000,1563794622038,1563794625869,1563794626101,1563794626268,1563794630050,1563794633849,1563794634000,1563794638217,1563794638400,1563794642353,1563794645735,1563794645917,1563794646494,1563794650019
-97.0,-96.0,-89.0,-91.0,-92.0,-95.0,-96.0,-97.0,-96.0,-93.0,-91.0,-92.0,-92.0,-91.0,-95.0,-96.0,-94.0,-96.0,-92.0,-93.0,-92.0,-92.0,-92.0,-93.0,-97.0,-93.0,-95.0,-93.0,-92.0,-95.0,-93.0,-93.0,-93.0,-92.0
-97.0,-96.0,-89.0,-91.0,-92.0,-95.0,-96.0,-97.0,-96.0,-93.0,-91.0,-92.0,-92.0,-91.0,-95.0,-96.0,-94.0,-96.0,-92.0,-93.0,-92.0,-92.0,-92.0,-93.0,-97.0,-93.0,-95.0,-93.0,-92.0,-95.0,-93.0,-93.0,-93.0,-92.0
1563794588555,1563794589085,1563794596850,1563794597516,1563794601077,1563794601575,1563794601667,1563794601751,1563794601837,1563794609118,1563794613586,1563794613786,1563794613953,1563794614292,1563794617670,1563794617900,1563794621466,1563794621600,1563794621818,1563794622000,1563794622038,1563794625869,1563794626101,1563794626268,1563794630050,1563794633849,1563794634000,1563794638217,1563794638400,1563794642353,1563794645735,1563794645917,1563794646494,1563794650019
