1563794589367,1563794593036,1563794593217,1563794593587,1563794593768,1563794596699,1563794606218,1563794609135,1563794613336,1563794613519,1563794613717,1563794613885,1563794617183,1563794617353,1563794617535,1563794617709,1563794617900,1563794621382,1563794621750,1563794629817,1563794633849,1563794634568,1563794641513,1563794642434,1563794645900,1563794646267
-58.0,-60.0,-62.0,-60.0,-60.0,-58.0,-60.0,-59.0,-58.0,-58.0,-58.0,-58.0,-60.0,-62.0,-62.0,-63.0,-62.0,-58.0,-58.0,-62.0,-58.0,-58.0,-61.0,-62.0,-58.0,-58.0
-58.0,-60.0,-62.0,-60.0,-60.0,-58.0,-60.0,-59.0,-58.0,-58.0,-58.0,-58.0,-60.0,-62.0,-62.0,-63.0,-62.0,-58.0,-58.0,-62.0,-58.0,-58.0,-61.0,-62.0,-58.0,-58.0
1563794589367,1563794593036,1563794593217,1563794593587,1563794593768,1563794596699,1563794606218,1563794609135,1563794613336,1563794613519,1563794613717,1563794613885,1563794617183,1563794617353,1563794617535,1563794617709,1563794617900,1563794621382,1563794621750,1563794629817,1563794633849,1563794634568,1563794641513,1563794642434,1563794645900,1563794646267
