1563794588538,1563794588669,1563794588751,1563794588834,1563794588968,1563794589058,1563794589337,1563794589385,1563794589420,1563794592851,1563794593100,1563794593417,1563794593635,1563794593734,1563794593785,1563794596666,1563794596766,1563794596935,1563794597020,1563794597153,1563794597200,1563794597400,1563794597586,1563794601018,1563794601187,1563794601349,1563794601522,1563794601617,1563794601786,1563794601902,1563794605485,1563794605742,1563794605785,1563794606168,1563794606234,1563794609066,1563794609180,1563794609225,1563794609417,1563794609451,1563794609567,1563794609669,1563794613383,1563794613469,1563794613568,1563794613768,1563794613819,1563794613851,1563794613885,1563794614067,1563794614183,1563794614233,1563794617220,1563794617291,1563794617834,1563794618118,1563794621252,1563794621281,1563794621465,1563794621551,1563794621650,1563794621686,1563794621753,1563794621834,1563794622200,1563794625635,1563794625672,1563794626119,1563794626490,1563794626577,1563794630484,1563794630586,1563794630669,1563794633722,1563794634301,1563794634349,1563794634532,1563794637497,1563794637636,1563794641650,1563794641904,1563794642081,1563794642133,1563794642234,1563794642417,1563794645901,1563794646185,1563794646352,1563794646387,1563794646535,1563794646586,1563794646666
-75.0,-76.0,-74.0,-80.0,-73.0,-76.0,-71.0,-73.0,-74.0,-68.0,-67.0,-67.0,-68.0,-68.0,-68.0,-74.0,-74.0,-76.0,-75.0,-75.0,-75.0,-76.0,-76.0,-77.0,-76.0,-80.0,-82.0,-77.0,-76.0,-74.0,-67.0,-66.0,-66.0,-67.0,-67.0,-76.0,-78.0,-75.0,-78.0,-80.0,-76.0,-79.0,-79.0,-78.0,-79.0,-78.0,-78.0,-77.0,-78.0,-78.0,-79.0,-80.0,-65.0,-65.0,-64.0,-67.0,-80.0,-83.0,-80.0,-82.0,-81.0,-79.0,-80.0,-80.0,-80.0,-81.0,-81.0,-81.0,-79.0,-78.0,-67.0,-67.0,-68.0,-79.0,-78.0,-79.0,-78.0,-86.0,-85.0,-67.0,-67.0,-67.0,-68.0,-67.0,-68.0,-78.0,-79.0,-78.0,-78.0,-78.0,-77.0,-78.0
-75.0,-76.0,-74.0,-80.0,-73.0,-76.0,-71.0,-73.0,-74.0,-68.0,-67.0,-67.0,-68.0,-68.0,-68.0,-74.0,-74.0,-76.0,-75.0,-75.0,-75.0,-76.0,-76.0,-77.0,-76.0,-80.0,-82.0,-77.0,-76.0,-74.0,-67.0,-66.0,-66.0,-67.0,-67.0,-76.0,-78.0,-75.0,-78.0,-80.0,-76.0,-79.0,-79.0,-78.0,-79.0,-78.0,-78.0,-77.0,-78.0,-78.0,-79.0,-80.0,-65.0,-65.0,-64.0,-67.0,-80.0,-83.0,-80.0,-82.0,-81.0,-79.0,-80.0,-80.0,-80.0,-81.0,-81.0,-81.0,-79.0,-78.0,-67.0,-67.0,-68.0,-79.0,-78.0,-79.0,-78.0,-86.0,-85.0,-67.0,-67.0,-67.0,-68.0,-67.0,-68.0,-78.0,-79.0,-78.0,-78.0,-78.0,-77.0,-78.0
1563794588538,1563794588669,1563794588751,1563794588834,1563794588968,1563794589058,1563794589337,1563794589385,1563794589420,1563794592851,1563794593100,1563794593417,1563794593635,1563794593734,1563794593785,1563794596666,1563794596766,1563794596935,1563794597020,1563794597153,1563794597200,1563794597400,1563794597586,1563794601018,1563794601187,1563794601349,1563794601522,1563794601617,1563794601786,1563794601902,1563794605485,1563794605742,1563794605785,1563794606168,1563794606234,1563794609066,1563794609180,1563794609225,1563794609417,1563794609451,1563794609567,1563794609669,1563794613383,1563794613469,1563794613568,1563794613768,1563794613819,1563794613851,1563794613885,1563794614067,1563794614183,1563794614233,1563794617220,1563794617291,1563794617834,1563794618118,1563794621252,1563794621281,1563794621465,1563794621551,1563794621650,1563794621686,1563794621753,1563794621834,1563794622200,1563794625635,1563794625672,1563794626119,1563794626490,1563794626577,1563794630484,1563794630586,1563794630669,1563794633722,1563794634301,1563794634349,1563794634532,1563794637497,1563794637636,1563794641650,1563794641904,1563794642081,1563794642133,1563794642234,1563794642417,1563794645901,1563794646185,1563794646352,1563794646387,1563794646535,1563794646586,1563794646666
