1563794588525,1563794589306,1563794589400,1563794593294,1563794593668,1563794601035,1563794601633,1563794601800,1563794605501,1563794605535,1563794606268,1563794613452,1563794613634,1563794613820,1563794613934,1563794614035,1563794617435,1563794617872,1563794617966,1563794625833,1563794630137,1563794630706,1563794637735,1563794637833,1563794638131,1563794638232,1563794638284,1563794638466,1563794641739,1563794641928
-94.0,-96.0,-92.0,-97.0,-97.0,-92.0,-93.0,-92.0,-91.0,-92.0,-93.0,-93.0,-94.0,-95.0,-93.0,-94.0,-90.0,-88.0,-88.0,-93.0,-90.0,-89.0,-94.0,-94.0,-92.0,-92.0,-93.0,-92.0,-88.0,-88.0
-94.0,-96.0,-92.0,-97.0,-97.0,-92.0,-93.0,-92.0,-91.0,-92.0,-93.0,-93.0,-94.0,-95.0,-93.0,-94.0,-90.0,-88.0,-88.0,-93.0,-90.0,-89.0,-94.0,-94.0,-92.0,-92.0,-93.0,-92.0,-88.0,-88.0
1563794588525,1563794589306,1563794589400,1563794593294,1563794593668,1563794601035,1563794601633,1563794601800,1563794605501,1563794605535,1563794606268,1563794613452,1563794613634,1563794613820,1563794613934,1563794614035,1563794617435,1563794617872,1563794617966,1563794625833,1563794630137,1563794630706,1563794637735,1563794637833,1563794638131,1563794638232,1563794638284,1563794638466,1563794641739,1563794641928
